argout,vdot,verbose,gentst_err,VDAG-alloc,pmu-sram-size,project,run-tst,runhybrid_rbw,flit-width,routing-cost,succeeded,VMC-alloc,bcread,retime-exout,time,waveform,clock,psim-q,run-psim,VBB-split,PCU,retime-buffer-only,run-proute,runhybrid_dram_power,memelm,runhybrid_complete,merge,runp2p_wbw,prtime,proute-q,dot,genpir,MC_Total,row,runhybrid_wbw,slink,argin,runp2p_err,runhybrid_time,rundot,split-algo,freq,mem-tech,VBB,runp2p_complete,debug-print,OPS-All,load,VPMU-alloc,arch,vfifo,VPMU-split,dupra,stat,trace,save,word,rtelm-unsafe,VAFG-split,reserve-pcu,runp2p_time,fifo-depth,proute-seed,merge-forward,avgActive,mdone,maketst_err,module,simfreq,runhybrid_err,vec,retime-glob,pcu-stage,runhybrid_cycle,scheduled,igraph,pmu-stage,spatial_sha,time-out,VDAG-split,reserve-dag,runhybrid_success,VAFG,col,dedicated-dag,split-forward,runp2p_pass,OPS-Prog FU,ag-dce,PCU_Total,psim,VPCU-alloc,OPS-Fix,share-adctx,pracc,merge-algo,app,pattern,runp2p_dram_power,runhybrid_deadlock,dag,VDAG,fast,proute-opts,MC,pirArgs,vlink,codegen,simulate,net,retime-local,maxActive,runhybrid_pass,start-id,runp2p_rbw,DAG,nn,rtelm,tungsten,runproute_err,tokenout,vc,open,proute-algo,VBB-alloc,name,OPS-FU,link-prop,mapping,DAG_Total,OPS-Other,runp2p_cycle,gentst_time,PMU,VMC-split,notFit,debug,rtanal,topo,algo,genpir_err,sr,VAFG-alloc,VPCU-split,mergeTime_ms,split-thread,PMU_Total,maketst_time,VPCU,VPMU,reserve-pmu,runp2p_deadlock,OPS-Flt,dag-stage,constprop,split,lrange,pir_sha,vcLimit,routing-algo,runproute_time,VMC,backend,runp2p_success
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,4,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,0,False,False,,False,False,False,2.17872,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,,MyDesign,4,,False,True,False,True,32,False,1,0,0:03.10,16,0,False,7.898936170212766,True,,False,0.15kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,14,,False,True,bfs,DRAMDoubleBuffer2_2,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,27.23404255319149,,0,2.17872,0,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,470,26.327794748,14,4,,True,True,mesh,route_min_directed_valient,,True,1,14,,1,200,0:23.62,14,,0,False,,6,True,True,True,a964d975,4,dor,,4,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,6,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,0,False,False,,False,False,False,2.17872,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,,MyDesign,4,,False,True,False,True,32,False,1,0,0:02.49,16,0,False,8.233117483811286,True,,False,0.19kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,21,,False,True,bfs,DRAMDoubleBuffer2_3,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,6,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,27.23404255319149,,0,2.17872,18,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,470,47.737338305,3,6,,True,True,mesh,route_min_directed_valient,,True,1,21,,1,200,0:53.02,21,,0,False,,6,True,True,True,a964d975,4,dor,,6,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,6,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,0,False,False,,False,False,False,2.92571,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,,MyDesign,4,,False,True,False,True,32,False,1,0,0:04.65,16,0,False,2.111801242236025,True,,False,0.08kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,21,,False,True,bfs,DRAMDoubleBuffer2_4,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,6,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,2.2857142857142856,,0,2.92571,12,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,350,32.581191357,9,6,,True,True,mesh,route_min_directed_valient,,True,1,21,,1,200,0:51.27,21,,0,False,,6,True,True,True,a964d975,4,dor,,6,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,4,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,0,False,False,,False,False,False,2.24561,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,,MyDesign,4,,False,True,False,True,32,False,1,0,0:02.94,16,0,False,15.935672514619883,True,,False,0.16kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,13,,False,True,bfs,DRAMDoubleBuffer_0,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,56.14035087719298,,0,2.24561,0,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,456,20.513706485,13,4,,True,True,mesh,route_min_directed_valient,,True,1,13,,1,200,0:33.83,13,,0,False,,6,True,True,True,a964d975,4,dor,,4,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,4,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,0,False,False,,False,False,False,4.04743,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,,MyDesign,4,,False,True,False,True,32,False,1,0,0:02.78,16,0,False,3.4660991182730316,True,,False,0.09kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,11,,False,True,bfs,DRAMDoubleBuffer_1,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,6.324110671936759,,0,4.04743,7,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,253,29.343085668,4,4,,True,True,mesh,route_min_directed_valient,,True,1,11,,1,200,0:25.17,11,,0,False,,6,True,True,True,a964d975,4,dor,,4,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,8,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,0,False,False,,False,False,False,4.33898,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,,MyDesign,4,,False,True,False,True,32,False,1,0,0:02.94,16,0,False,2.01271186440678,True,,False,0.08kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,22,,False,True,bfs,DRAMDoubleBuffer_2,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,8,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,3.389830508474576,,0,4.33898,14,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,236,56.375216001,8,8,,True,True,mesh,route_min_directed_valient,,True,1,22,,1,200,0:57.04,22,,0,False,,6,True,True,True,a964d975,4,dor,,8,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,12,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,0,False,False,,False,False,False,4.33898,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,,MyDesign,4,,False,True,False,True,32,False,1,0,0:05.60,16,0,False,2.0208604954367666,True,,False,0.04kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,37,,False,True,bfs,DRAMDoubleBuffer_3,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,12,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,3.389830508474576,,0,4.33898,9,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,236,76.892733559,28,12,,True,True,mesh,route_min_directed_valient,,True,1,37,,1,200,1:43.57,37,,0,False,,6,True,True,True,a964d975,4,dor,,12,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,3,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,4,False,False,,False,False,False,43.7036,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,,MyDesign,4,,False,True,False,True,32,False,1,0,1:21.24,16,0,False,10.708285776575144,True,,False,0.96kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,,,True,200,False,12,,False,True,bfs,DRAMMergeSort_0,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,68.2868025186914,,0,43.7036,6,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,77977,28.7111273,2,3,,True,True,mesh,route_min_directed_valient,,True,1,12,,1,200,0:44.68,12,,0,False,,6,True,True,True,a964d975,4,dor,,3,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,3,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,4,False,False,,False,False,False,43.5511,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,,MyDesign,4,,False,True,False,True,32,False,1,0,1:25.00,16,0,False,10.670926517571885,True,,False,0.92kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,,,True,200,False,12,,False,True,bfs,DRAMMergeSort_1,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,68.04856230031949,,0,43.5511,6,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,78250,28.254228886,2,3,,True,True,mesh,route_min_directed_valient,,True,1,12,,1,200,0:54.32,12,,0,False,,6,True,True,True,a964d975,4,dor,,3,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,6,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,8,False,False,,False,False,False,49.9263,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,,MyDesign,4,,False,True,False,True,32,False,1,0,1:37.56,16,0,False,7.1757793639732625,True,,False,0.7kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,,,True,200,False,23,,False,True,bfs,DRAMMergeSort_2,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,6,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,42.00533270825398,,0,49.9263,11,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,68258,53.116503018,4,6,,True,True,mesh,route_min_directed_valient,,True,1,23,,1,200,1:53.33,23,,0,False,,6,True,True,True,a964d975,4,dor,,6,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,9,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,12,False,False,,False,False,False,56.7553,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,,MyDesign,4,,False,True,False,True,32,False,1,0,1:54.30,16,0,False,6.175822678445712,True,,False,0.53kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,,,True,200,False,34,,False,True,bfs,DRAMMergeSort_3,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,9,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,37.13881255724873,,0,56.7553,16,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,60045,46.154796425,6,9,,True,True,mesh,route_min_directed_valient,,True,1,34,,1,200,2:08.48,34,,0,False,,6,True,True,True,a964d975,4,dor,,9,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,12,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,16,False,False,,False,False,False,55.9117,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,,MyDesign,4,,False,True,False,True,32,False,1,0,2:18.24,16,0,False,4.768565523277753,True,,False,0.44kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,,,True,200,False,45,,False,True,bfs,DRAMMergeSort_4,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,12,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,28.560647077160343,,0,55.9117,21,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,60951,107.107706478,8,12,,True,True,mesh,route_min_directed_valient,,True,1,45,,1,200,1:12.00,45,,0,False,,6,True,True,True,a964d975,4,dor,,12,Tst,True
