argout,psim-q,runp2p_deadlock,retime-local,split-thread,constprop,VPMU-split,OPS-All,PCU_Total,DAG,mapping,simfreq,succeeded,runp2p_rbw,retime-glob,open,VMC-split,genpir_err,algo,link-prop,mergeTime_ms,PMU_Total,vec,runproute_time,VDAG-split,VPCU-split,pracc,runp2p_pass,pattern,reserve-pmu,MC,OPS-Prog FU,VDAG-alloc,dupra,split,debug,save,pmu-stage,OPS-FU,VBB-alloc,maketst_time,debug-print,gentst_time,psim,proute-q,VAFG-split,mdone,spatial_sha,split-algo,genpir,split-forward,vlink,merge,nn,flit-width,notFit,PCU,PMU,dag,OPS-Other,runhybrid_cycle,vfifo,run-proute,maketst_err,fifo-depth,avgActive,gentst_err,runhybrid_time,VPMU,rtelm,DAG_Total,arch,fast,memelm,VBB-split,share-adctx,waveform,reserve-dag,runhybrid_pass,VAFG-alloc,codegen,MC_Total,pirArgs,runp2p_complete,module,igraph,ag-dce,app,sr,runhybrid_wbw,stat,pmu-sram-size,rundot,routing-cost,vc,runp2p_dram_power,net,dot,time-out,argin,runhybrid_dram_power,runproute_err,pcu-stage,runhybrid_deadlock,runhybrid_success,run-psim,proute-opts,runhybrid_err,load,run-tst,backend,VBB,scheduled,trace,start-id,simulate,reserve-pcu,rtanal,verbose,dag-stage,merge-forward,VDAG,merge-algo,runp2p_err,pir_sha,tungsten,proute-algo,topo,time,OPS-Fix,row,lrange,name,mem-tech,VPMU-alloc,word,bcread,col,dedicated-dag,clock,prtime,rtelm-unsafe,runp2p_time,vcLimit,runhybrid_complete,runp2p_wbw,proute-seed,maxActive,retime-exout,VAFG,tokenout,runhybrid_rbw,runp2p_cycle,VPCU,VMC-alloc,VPCU-alloc,VMC,routing-algo,vdot,freq,project,runp2p_success,slink,retime-buffer-only,OPS-Flt
4,1,False,False,1,True,,,200,0,True,0.15kHz,True,2.17872,False,False,4,,route_min_directed_valient,db,,200,16,,0,14,True,True,checkerboard,0,4,,0,False,True,True,True,6,,,0:23.62,True,26.327794748,False,4,1,True,0b828f44,dfs,True,False,2,False,False,512,,0,14,True,,,4,False,,16,7.898936170212766,,,,True,40,MyDesign,True,False,,False,True,0,,1,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",True,False,False,True,DRAMDoubleBuffer2_2,True,,True,65536,True,H-hop,4,,hybrid,True,100,6,,,6,False,False,False,-i100 -p100 -t1 -d100,,False,False,Tst,,False,False,0,False,0,True,False,6,False,0,bfs,,0907bc77,True,route_min_directed_valient,mesh,2020-03-26 18:29:56 -0700,,20,True,AccelMain,DDR4,,32,True,20,False,1000000000,,False,0:03.10,4,False,2.17872,0,27.23404255319149,False,1,5,,470,14,4,14,4,dor,True,1000000000.0,pirTest,True,4,False,
4,1,False,False,1,True,,,200,18,True,0.19kHz,True,2.17872,False,False,6,,route_min_directed_valient,db,,200,16,,0,21,True,True,checkerboard,0,6,,0,False,True,True,True,6,,,0:53.02,True,47.737338305,False,4,1,True,0b828f44,dfs,True,False,2,False,False,512,,0,3,True,,,4,False,,16,8.233117483811286,,,,True,40,MyDesign,True,False,,False,True,0,,1,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",True,False,False,True,DRAMDoubleBuffer2_3,True,,True,65536,True,H-hop,4,,hybrid,True,100,6,,,6,False,False,False,-i100 -p100 -t1 -d100,,False,False,Tst,,False,False,0,False,0,True,False,6,False,0,bfs,,0907bc77,True,route_min_directed_valient,mesh,2020-03-26 18:29:56 -0700,,20,True,AccelMain,DDR4,,32,True,20,False,1000000000,,False,0:02.49,4,False,2.17872,0,27.23404255319149,False,1,5,,470,21,6,21,6,dor,True,1000000000.0,pirTest,True,4,False,
4,1,False,False,1,True,,,200,12,True,0.08kHz,True,2.92571,False,False,6,,route_min_directed_valient,db,,200,16,,0,21,True,True,checkerboard,0,6,,0,False,True,True,True,6,,,0:51.27,True,32.581191357,False,4,1,True,0b828f44,dfs,True,False,2,False,False,512,,0,9,True,,,4,False,,16,2.111801242236025,,,,True,40,MyDesign,True,False,,False,True,0,,1,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",True,False,False,True,DRAMDoubleBuffer2_4,True,,True,65536,True,H-hop,4,,hybrid,True,100,6,,,6,False,False,False,-i100 -p100 -t1 -d100,,False,False,Tst,,False,False,0,False,0,True,False,6,False,0,bfs,,0907bc77,True,route_min_directed_valient,mesh,2020-03-26 18:29:56 -0700,,20,True,AccelMain,DDR4,,32,True,20,False,1000000000,,False,0:04.65,4,False,2.92571,0,2.2857142857142856,False,1,5,,350,21,6,21,6,dor,True,1000000000.0,pirTest,True,4,False,
4,1,False,False,1,True,,,200,0,True,0.16kHz,True,2.24561,False,False,4,,route_min_directed_valient,db,,200,16,,0,13,True,True,checkerboard,0,4,,0,False,True,True,True,6,,,0:33.83,True,20.513706485,False,4,1,True,0b828f44,dfs,True,False,2,False,False,512,,0,13,True,,,4,False,,16,15.935672514619883,,,,True,40,MyDesign,True,False,,False,True,0,,1,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",True,False,False,True,DRAMDoubleBuffer_0,True,,True,65536,True,H-hop,4,,hybrid,True,100,6,,,6,False,False,False,-i100 -p100 -t1 -d100,,False,False,Tst,,False,False,0,False,0,True,False,6,False,0,bfs,,0907bc77,True,route_min_directed_valient,mesh,2020-03-26 18:29:56 -0700,,20,True,AccelMain,DDR4,,32,True,20,False,1000000000,,False,0:02.94,4,False,2.24561,0,56.14035087719298,False,1,5,,456,13,4,13,4,dor,True,1000000000.0,pirTest,True,4,False,
4,1,False,False,1,True,,,200,7,True,0.09kHz,True,4.04743,False,False,4,,route_min_directed_valient,db,,200,16,,0,11,True,True,checkerboard,0,4,,0,False,True,True,True,6,,,0:25.17,True,29.343085668,False,4,1,True,0b828f44,dfs,True,False,2,False,False,512,,0,4,True,,,4,False,,16,3.4660991182730316,,,,True,40,MyDesign,True,False,,False,True,0,,1,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",True,False,False,True,DRAMDoubleBuffer_1,True,,True,65536,True,H-hop,4,,hybrid,True,100,6,,,6,False,False,False,-i100 -p100 -t1 -d100,,False,False,Tst,,False,False,0,False,0,True,False,6,False,0,bfs,,0907bc77,True,route_min_directed_valient,mesh,2020-03-26 18:29:56 -0700,,20,True,AccelMain,DDR4,,32,True,20,False,1000000000,,False,0:02.78,4,False,4.04743,0,6.324110671936759,False,1,5,,253,11,4,11,4,dor,True,1000000000.0,pirTest,True,4,False,
4,1,False,False,1,True,,,200,14,True,0.08kHz,True,4.33898,False,False,8,,route_min_directed_valient,db,,200,16,,0,22,True,True,checkerboard,0,8,,0,False,True,True,True,6,,,0:57.04,True,56.375216001,False,4,1,True,0b828f44,dfs,True,False,2,False,False,512,,0,8,True,,,4,False,,16,2.01271186440678,,,,True,40,MyDesign,True,False,,False,True,0,,1,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",True,False,False,True,DRAMDoubleBuffer_2,True,,True,65536,True,H-hop,4,,hybrid,True,100,6,,,6,False,False,False,-i100 -p100 -t1 -d100,,False,False,Tst,,False,False,0,False,0,True,False,6,False,0,bfs,,0907bc77,True,route_min_directed_valient,mesh,2020-03-26 18:29:56 -0700,,20,True,AccelMain,DDR4,,32,True,20,False,1000000000,,False,0:02.94,4,False,4.33898,0,3.389830508474576,False,1,5,,236,22,8,22,8,dor,True,1000000000.0,pirTest,True,4,False,
4,1,False,False,1,True,,,200,9,True,0.04kHz,True,4.33898,False,False,12,,route_min_directed_valient,db,,200,16,,0,37,True,True,checkerboard,0,12,,0,False,True,True,True,6,,,1:43.57,True,76.892733559,False,4,1,True,0b828f44,dfs,True,False,2,False,False,512,,0,28,True,,,4,False,,16,2.0208604954367666,,,,True,40,MyDesign,True,False,,False,True,0,,1,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",True,False,False,True,DRAMDoubleBuffer_3,True,,True,65536,True,H-hop,4,,hybrid,True,100,6,,,6,False,False,False,-i100 -p100 -t1 -d100,,False,False,Tst,,False,False,0,False,0,True,False,6,False,0,bfs,,0907bc77,True,route_min_directed_valient,mesh,2020-03-26 18:29:56 -0700,,20,True,AccelMain,DDR4,,32,True,20,False,1000000000,,False,0:05.60,4,False,4.33898,0,3.389830508474576,False,1,5,,236,37,12,37,12,dor,True,1000000000.0,pirTest,True,4,False,
4,1,False,False,1,True,,,200,6,True,0.48kHz,True,43.6509,False,False,3,,route_min_directed_valient,db,,200,16,,0,12,True,,checkerboard,0,3,,0,False,True,True,True,6,,,0:44.68,True,28.7111273,False,4,1,True,0b828f44,dfs,True,False,2,False,False,512,,4,2,True,,,4,False,,16,10.695392655403415,,,,True,40,MyDesign,True,False,,False,True,0,,1,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",True,False,False,True,DRAMMergeSort_0,True,,True,65536,True,H-hop,4,,hybrid,True,100,6,,,6,False,False,False,-i100 -p100 -t1 -d100,,False,False,Tst,,False,False,0,False,0,True,False,6,False,0,bfs,,0907bc77,True,route_min_directed_valient,mesh,2020-03-26 18:29:56 -0700,,20,True,AccelMain,DDR4,,32,True,20,False,1000000000,,False,2:41.22,4,False,43.6509,0,68.20458300777497,False,1,5,,78071,12,3,12,3,dor,True,1000000000.0,pirTest,True,4,False,
4,1,False,False,1,True,,,200,6,True,0.42kHz,True,43.4711,False,False,3,,route_min_directed_valient,db,,200,16,,0,12,True,,checkerboard,0,3,,0,False,True,True,True,6,,,0:54.32,True,28.254228886,False,4,1,True,0b828f44,dfs,True,False,2,False,False,512,,4,2,True,,,4,False,,16,10.651325356532388,,,,True,40,MyDesign,True,False,,False,True,0,,1,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",True,False,False,True,DRAMMergeSort_1,True,,True,65536,True,H-hop,4,,hybrid,True,100,6,,,6,False,False,False,-i100 -p100 -t1 -d100,,False,False,Tst,,False,False,0,False,0,True,False,6,False,0,bfs,,0907bc77,True,route_min_directed_valient,mesh,2020-03-26 18:29:56 -0700,,20,True,AccelMain,DDR4,,32,True,20,False,1000000000,,False,3:07.63,4,False,43.4711,0,67.92356557899839,False,1,5,,78394,12,3,12,3,dor,True,1000000000.0,pirTest,True,4,False,
4,1,False,False,1,True,,,200,11,True,0.43kHz,True,49.8212,False,False,6,,route_min_directed_valient,db,,200,16,,0,23,True,,checkerboard,0,6,,0,False,True,True,True,6,,,1:53.33,True,53.116503018,False,4,1,True,0b828f44,dfs,True,False,2,False,False,512,,8,4,True,,,4,False,,16,7.16067290175853,,,,True,40,MyDesign,True,False,,False,True,0,,1,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",True,False,False,True,DRAMMergeSort_2,True,,True,65536,True,H-hop,4,,hybrid,True,100,6,,,6,False,False,False,-i100 -p100 -t1 -d100,,False,False,Tst,,False,False,0,False,0,True,False,6,False,0,bfs,,0907bc77,True,route_min_directed_valient,mesh,2020-03-26 18:29:56 -0700,,20,True,AccelMain,DDR4,,32,True,20,False,1000000000,,False,2:39.15,4,False,49.8212,0,41.91690301453174,False,1,5,,68402,23,6,23,6,dor,True,1000000000.0,pirTest,True,4,False,
4,1,False,False,1,True,,,200,16,True,0.25kHz,True,56.2068,False,False,9,,route_min_directed_valient,db,,200,16,,0,34,True,,checkerboard,0,9,,0,False,True,True,True,6,,,2:08.48,True,46.154796425,False,4,1,True,0b828f44,dfs,True,False,2,False,False,512,,12,6,True,,,4,False,,16,6.116133211183598,,,,True,40,MyDesign,True,False,,False,True,0,,1,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",True,False,False,True,DRAMMergeSort_3,True,,True,65536,True,H-hop,4,,hybrid,True,100,6,,,6,False,False,False,-i100 -p100 -t1 -d100,,False,False,Tst,,False,False,0,False,0,True,False,6,False,0,bfs,,0907bc77,True,route_min_directed_valient,mesh,2020-03-26 18:29:56 -0700,,20,True,AccelMain,DDR4,,32,True,20,False,1000000000,,False,4:04.16,4,False,56.2068,0,36.77986508551731,False,1,5,,60631,34,9,34,9,dor,True,1000000000.0,pirTest,True,4,False,
4,1,False,False,1,True,,,200,21,True,0.25kHz,True,56.535,False,False,12,,route_min_directed_valient,db,,200,16,,0,45,True,,checkerboard,0,12,,0,False,True,True,True,6,,,1:12.00,True,107.107706478,False,4,1,True,0b828f44,dfs,True,False,2,False,False,512,,16,8,True,,,4,False,,16,4.821726259714035,,,,True,40,MyDesign,True,False,,False,True,0,,1,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",True,False,False,True,DRAMMergeSort_4,True,,True,65536,True,H-hop,4,,hybrid,True,100,6,,,6,False,False,False,-i100 -p100 -t1 -d100,,False,False,Tst,,False,False,0,False,0,True,False,6,False,0,bfs,,0907bc77,True,route_min_directed_valient,mesh,2020-03-26 18:29:56 -0700,,20,True,AccelMain,DDR4,,32,True,20,False,1000000000,,False,3:58.16,4,False,56.535,0,28.879045770500507,False,1,5,,60279,45,12,45,12,dor,True,1000000000.0,pirTest,True,4,False,
