bcread,prtime,runp2p_err,MC,backend,merge-forward,dag-stage,rundot,mem-tech,runp2p_wbw,maketst_err,runp2p_dram_power,vdot,proute-algo,tungsten,start-id,proute-seed,codegen,VMC,VPMU-alloc,pirArgs,VAFG,routing-cost,retime-buffer-only,debug-print,module,avgActive,runhybrid_cycle,runp2p_complete,dedicated-dag,VBB,vec,clock,pir_sha,simfreq,VBB-split,igraph,runp2p_time,runhybrid_pass,scheduled,freq,runp2p_cycle,topo,proute-q,simulate,lrange,merge,algo,arch,stat,runproute_err,run-tst,slink,vcLimit,runp2p_deadlock,open,memelm,runp2p_success,VPCU,runp2p_rbw,OPS-Prog FU,load,vc,runhybrid_rbw,VPMU-split,OPS-Flt,psim-q,vlink,VPCU-alloc,spatial_sha,col,reserve-pmu,save,app,MC_Total,DAG_Total,genpir,vfifo,debug,PMU,psim,run-proute,VMC-split,dag,nn,argout,VAFG-alloc,OPS-Fix,notFit,VDAG-split,mapping,split-forward,verbose,gentst_time,runhybrid_time,link-prop,OPS-FU,VPMU,word,retime-local,gentst_err,genpir_err,merge-algo,VPCU-split,run-psim,maketst_time,argin,VDAG,VDAG-alloc,PCU_Total,retime-exout,time-out,pcu-stage,split-thread,tokenout,constprop,pracc,runhybrid_success,PCU,project,dot,mdone,OPS-All,runproute_time,runhybrid_err,VBB-alloc,dupra,runhybrid_deadlock,VMC-alloc,pattern,flit-width,waveform,maxActive,runhybrid_complete,split-algo,reserve-pcu,net,retime-glob,runhybrid_wbw,time,mergeTime_ms,rtelm,OPS-Other,routing-algo,split,sr,proute-opts,runp2p_pass,PMU_Total,ag-dce,pmu-sram-size,runhybrid_dram_power,fifo-depth,succeeded,row,fast,name,trace,VAFG-split,share-adctx,pmu-stage,DAG
True,,,6,Tst,False,6,True,DDR4,2.0898,,,True,route_min_directed_valient,True,0,0,True,6,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,9.355102040816327,,True,False,,16,1000000000,afffacee,0.41kHz,,False,0:01.19,,False,1000000000.0,490,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,23,2.0898,,False,4,,,,1,2,23,eb63c002,20,0,True,DRAMDoubleBuffer2_3,40,40,True,4,True,3,False,False,6,True,False,4,1,,,0,True,False,False,65.376233211,,db,,,32,False,,,bfs,23,False,2:00.61,6,0,0,200,False,100,6,1,5,True,True,False,0,pirTest,True,True,,,,,False,False,6,checkerboard,512,True,26.122448979591837,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,True,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,20
True,,,6,Tst,False,6,True,DDR4,2.76757,,,True,route_min_directed_valient,True,0,0,True,6,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,2.0108108108108107,,True,False,,16,1000000000,afffacee,0.29kHz,,False,0:01.28,,False,1000000000.0,370,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,23,2.76757,,False,4,,,,1,2,23,eb63c002,20,0,True,DRAMDoubleBuffer2_4,40,40,True,4,True,11,False,False,6,True,False,4,1,,,0,True,False,False,68.515759086,,db,,,32,False,,,bfs,23,False,2:11.27,6,0,0,200,False,100,6,1,5,True,True,False,0,pirTest,True,True,,,,,False,False,6,checkerboard,512,True,2.1621621621621623,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,True,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,12
True,,,4,Tst,False,6,True,DDR4,2.24561,,,True,route_min_directed_valient,True,0,0,True,4,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,15.935672514619883,,True,False,,16,1000000000,afffacee,0.33kHz,,False,0:01.37,,False,1000000000.0,456,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,13,2.24561,,False,4,,,,1,2,13,eb63c002,20,0,True,DRAMDoubleBuffer_0,40,40,True,4,True,13,False,False,4,True,False,4,1,,,0,True,False,False,51.138877835,,db,,,32,False,,,bfs,13,False,0:57.80,6,0,0,200,False,100,6,1,5,True,True,False,0,pirTest,True,True,,,,,False,False,4,checkerboard,512,True,56.14035087719298,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,True,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,0
True,,,4,Tst,False,6,True,DDR4,4.04743,,,True,route_min_directed_valient,True,0,0,True,4,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,3.4660991182730316,,True,False,,16,1000000000,afffacee,0.34kHz,,False,0:00.74,,False,1000000000.0,253,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,11,4.04743,,False,4,,,,1,2,11,eb63c002,20,0,True,DRAMDoubleBuffer_1,40,40,True,4,True,4,False,False,4,True,False,4,1,,,0,True,False,False,45.707359587,,db,,,32,False,,,bfs,11,False,0:47.37,6,0,0,200,False,100,6,1,5,True,True,False,0,pirTest,True,True,,,,,False,False,4,checkerboard,512,True,6.324110671936759,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,True,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,7
True,,,8,Tst,False,6,True,DDR4,4.33898,,,True,route_min_directed_valient,True,0,0,True,8,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,2.01271186440678,,True,False,,16,1000000000,afffacee,0.31kHz,,False,0:00.77,,False,1000000000.0,236,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,22,4.33898,,False,4,,,,1,2,22,eb63c002,20,0,True,DRAMDoubleBuffer_2,40,40,True,4,True,8,False,False,8,True,False,4,1,,,0,True,False,False,64.094844153,,db,,,32,False,,,bfs,22,False,2:19.60,6,0,0,200,False,100,6,1,5,True,True,False,0,pirTest,True,True,,,,,False,False,8,checkerboard,512,True,3.389830508474576,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,True,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,14
True,,,12,Tst,False,6,True,DDR4,4.33898,,,True,route_min_directed_valient,True,0,0,True,12,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,2.0208604954367666,,True,False,,16,1000000000,afffacee,0.08kHz,,False,0:02.85,,False,1000000000.0,236,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,37,4.33898,,False,4,,,,1,2,37,eb63c002,20,0,True,DRAMDoubleBuffer_3,40,40,True,4,True,28,False,False,12,True,False,4,1,,,0,True,False,False,87.812906981,,db,,,32,False,,,bfs,37,False,3:47.60,6,0,0,200,False,100,6,1,5,True,True,False,0,pirTest,True,True,,,,,False,False,12,checkerboard,512,True,3.389830508474576,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,True,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,9
True,,,3,Tst,False,6,True,DDR4,43.7181,,,True,route_min_directed_valient,True,0,0,True,3,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,20.624623160703518,,True,False,,16,1000000000,afffacee,1.2kHz,,False,1:04.85,,False,1000000000.0,77951,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,19,43.7181,,False,4,,,,1,2,19,eb63c002,20,0,True,DRAMMergeSort_0,40,40,True,4,True,2,False,False,3,True,False,4,1,,,0,True,False,False,73.268379101,,db,,,32,False,,,bfs,19,False,4:14.93,6,0,0,200,False,100,6,1,5,True,True,False,11,pirTest,True,True,,,,,False,False,3,checkerboard,512,True,68.3095790945594,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,6
True,,,3,Tst,False,6,True,DDR4,43.5372,,,True,route_min_directed_valient,True,0,0,True,3,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,20.53925263494091,,True,False,,16,1000000000,afffacee,1.67kHz,,False,0:46.93,,False,1000000000.0,78275,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,19,43.5372,,False,4,,,,1,2,19,eb63c002,20,0,True,DRAMMergeSort_1,40,40,True,4,True,2,False,False,3,True,False,4,1,,,0,True,False,False,59.942610595,,db,,,32,False,,,bfs,19,False,3:10.35,6,0,0,200,False,100,6,1,5,True,True,False,11,pirTest,True,True,,,,,False,False,3,checkerboard,512,True,68.02682848930054,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,6
True,,,6,Tst,False,6,True,DDR4,50.9132,,,True,route_min_directed_valient,True,0,0,True,6,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,13.810534221380566,,True,False,,16,1000000000,afffacee,0.63kHz,,False,1:46.35,,False,1000000000.0,66935,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,37,50.9132,,False,4,,,,1,2,37,eb63c002,20,0,True,DRAMMergeSort_2,40,40,True,4,True,4,False,False,6,True,False,4,1,,,0,True,False,False,138.193683925,,db,,,32,False,,,bfs,37,False,3:13.46,6,0,0,200,False,100,6,1,5,True,True,False,22,pirTest,True,True,,,,,False,False,6,checkerboard,512,True,42.83558676327781,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,11
True,,,9,Tst,False,6,True,DDR4,56.1059,,,True,route_min_directed_valient,True,0,0,True,9,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,11.889565726411298,,True,False,,16,1000000000,afffacee,0.3kHz,,False,3:25.16,,False,1000000000.0,60740,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,55,56.1059,,False,4,,,,1,2,55,eb63c002,20,0,True,DRAMMergeSort_3,40,40,True,4,True,6,False,False,9,True,False,4,1,,,0,True,False,False,177.736117541,,db,,,32,False,,,bfs,55,False,7:02.13,6,0,0,200,False,100,6,1,5,True,True,False,33,pirTest,True,True,,,,,False,False,9,checkerboard,512,True,36.71386236417517,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,16
True,,,12,Tst,False,6,True,DDR4,56.5537,,,True,route_min_directed_valient,True,0,0,True,12,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,9.43128359763453,,True,False,,16,1000000000,afffacee,0.26kHz,,False,3:52.58,,False,1000000000.0,60259,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,73,56.5537,,False,4,,,,1,2,73,eb63c002,20,0,True,DRAMMergeSort_4,40,40,True,4,True,8,False,False,12,True,False,4,1,,,0,True,False,False,278.972318247,,db,,,32,False,,,bfs,73,False,6:30.84,6,0,0,200,False,100,6,1,5,True,True,False,44,pirTest,True,True,,,,,False,False,12,checkerboard,512,True,28.88863074395526,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,21
True,,,10,Tst,False,6,True,DDR4,52.4093,,,True,route_min_directed_valient,True,0,0,True,10,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,9.19962447127933,,True,False,,16,1000000000,afffacee,0.23kHz,,False,2:34.56,,False,1000000000.0,35013,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,66,52.4093,,False,4,,,,1,2,61,eb63c002,20,0,True,DRAMMergeSort_5,40,40,True,4,True,8,False,False,10,True,False,4,1,,,0,True,False,False,124.292717423,,db,,,32,False,,,bfs,66,False,8:02.36,6,0,0,200,False,100,6,1,5,True,True,False,42,pirTest,True,True,,,,,False,False,10,checkerboard,512,True,46.79404792505641,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,16
