sha,time,app,project,backend,freq,mappirlog,runpirlog,genpsimlog,gentracelog,runpsimlog,psimsh,runproutelog,proutesh,prouteSummary,AccelMain,logpath,gentst,maketst,runhybrid,genpir,genpir_err,runpir_time,runpir_err,notFit,MC,DAG,PMU,PCU,row,col,p2p,asic,scheduled,fifo_depth,mappir_err,mappir_time,genpsim_err,gentrace_err,psimcycle,lbw,sbw,psim_deadlock,algo,pattern,slink,vlink,prtime,vcLimit,DynHopsVec,DynHopsScal,StatHopsVec,StatHopsScal,Score,NetVC,TotPkts,LinkLim,InjectLim,EjectLim,LongRoute,Q0Pct,Q0Lim,gentst_err,gentst_time,maketst_err,maketst_time,runhybrid_cycle,runtst_err,runtst_pass,runhybrid_deadlock,runhybrid_complete,tst_dram_power,tst_rbw,tst_wbw,runtst_time,succeeded
9cb66b73,2019-06-27 13:32:13,GDA_1,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GDA_1/log/mappir.log,../gen/MDHTst_pirTest/GDA_1/log/runpir.log,../gen/MDHTst_pirTest/GDA_1/log/genpsim.log,../gen/MDHTst_pirTest/GDA_1/log/gentrace.log,../gen/MDHTst_pirTest/GDA_1/log/runpsim.log,../gen/MDHTst_pirTest/GDA_1/log/runpsim.sh,../gen/MDHTst_pirTest/GDA_1/log/runproute.log,../gen/MDHTst_pirTest/GDA_1/log/runproute.sh,../gen/MDHTst_pirTest/GDA_1/plastisim/summary.csv,../gen/MDHTst_pirTest/GDA_1/pir/AccelMain.scala,../gen/MDHTst_pirTest/GDA_1/log/,../gen/MDHTst_pirTest/GDA_1/log/gentst.log,../gen/MDHTst_pirTest/GDA_1/log/maketst.log,../gen/MDHTst_pirTest/GDA_1/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,72504,331,4.50,0,30518,0.0000,0.0000,0.0000,9,-nan,0.0000,,26.277908995,,0:50.39,15686,,True,False,True,0.0,0.555,0.261,1:27.39,True
9cb66b73,2019-06-27 13:32:13,GDA_14,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GDA_14/log/mappir.log,../gen/MDHTst_pirTest/GDA_14/log/runpir.log,../gen/MDHTst_pirTest/GDA_14/log/genpsim.log,../gen/MDHTst_pirTest/GDA_14/log/gentrace.log,../gen/MDHTst_pirTest/GDA_14/log/runpsim.log,../gen/MDHTst_pirTest/GDA_14/log/runpsim.sh,../gen/MDHTst_pirTest/GDA_14/log/runproute.log,../gen/MDHTst_pirTest/GDA_14/log/runproute.sh,../gen/MDHTst_pirTest/GDA_14/plastisim/summary.csv,../gen/MDHTst_pirTest/GDA_14/pir/AccelMain.scala,../gen/MDHTst_pirTest/GDA_14/log/,../gen/MDHTst_pirTest/GDA_14/log/gentst.log,../gen/MDHTst_pirTest/GDA_14/log/maketst.log,../gen/MDHTst_pirTest/GDA_14/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,48577184,4244666,6.00,0,21677538,0.0000,0.0000,0.0000,12,-nan,0.0000,,57.160858311,,1:35.00,,,,False,False,,,,,False
9cb66b73,2019-06-27 13:32:13,GDA_2,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GDA_2/log/mappir.log,../gen/MDHTst_pirTest/GDA_2/log/runpir.log,../gen/MDHTst_pirTest/GDA_2/log/genpsim.log,../gen/MDHTst_pirTest/GDA_2/log/gentrace.log,../gen/MDHTst_pirTest/GDA_2/log/runpsim.log,../gen/MDHTst_pirTest/GDA_2/log/runpsim.sh,../gen/MDHTst_pirTest/GDA_2/log/runproute.log,../gen/MDHTst_pirTest/GDA_2/log/runproute.sh,../gen/MDHTst_pirTest/GDA_2/plastisim/summary.csv,../gen/MDHTst_pirTest/GDA_2/pir/AccelMain.scala,../gen/MDHTst_pirTest/GDA_2/log/,../gen/MDHTst_pirTest/GDA_2/log/gentst.log,../gen/MDHTst_pirTest/GDA_2/log/maketst.log,../gen/MDHTst_pirTest/GDA_2/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,48684,1013,5.50,0,25846,0.0000,0.0000,0.0000,11,-nan,0.0000,,40.48003965,,0:56.03,8676,,True,False,True,0.0,1.003,0.472,0:24.03,True
9cb66b73,2019-06-27 13:32:13,GDA_3,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GDA_3/log/mappir.log,../gen/MDHTst_pirTest/GDA_3/log/runpir.log,../gen/MDHTst_pirTest/GDA_3/log/genpsim.log,../gen/MDHTst_pirTest/GDA_3/log/gentrace.log,../gen/MDHTst_pirTest/GDA_3/log/runpsim.log,../gen/MDHTst_pirTest/GDA_3/log/runpsim.sh,../gen/MDHTst_pirTest/GDA_3/log/runproute.log,../gen/MDHTst_pirTest/GDA_3/log/runproute.sh,../gen/MDHTst_pirTest/GDA_3/plastisim/summary.csv,../gen/MDHTst_pirTest/GDA_3/pir/AccelMain.scala,../gen/MDHTst_pirTest/GDA_3/log/,../gen/MDHTst_pirTest/GDA_3/log/gentst.log,../gen/MDHTst_pirTest/GDA_3/log/maketst.log,../gen/MDHTst_pirTest/GDA_3/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,181410,8409,5.50,0,85814,0.0000,0.0000,0.0000,11,-nan,0.0000,,28.102110582,,1:01.55,18034,,True,False,True,0.0,0.483,0.227,1:47.90,True
9cb66b73,2019-06-27 13:32:13,GDA_4,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GDA_4/log/mappir.log,../gen/MDHTst_pirTest/GDA_4/log/runpir.log,../gen/MDHTst_pirTest/GDA_4/log/genpsim.log,../gen/MDHTst_pirTest/GDA_4/log/gentrace.log,../gen/MDHTst_pirTest/GDA_4/log/runpsim.log,../gen/MDHTst_pirTest/GDA_4/log/runpsim.sh,../gen/MDHTst_pirTest/GDA_4/log/runproute.log,../gen/MDHTst_pirTest/GDA_4/log/runproute.sh,../gen/MDHTst_pirTest/GDA_4/plastisim/summary.csv,../gen/MDHTst_pirTest/GDA_4/pir/AccelMain.scala,../gen/MDHTst_pirTest/GDA_4/log/,../gen/MDHTst_pirTest/GDA_4/log/gentst.log,../gen/MDHTst_pirTest/GDA_4/log/maketst.log,../gen/MDHTst_pirTest/GDA_4/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,184122,17366,5.00,0,83318,0.0000,0.0000,0.0000,10,-nan,0.0000,,59.202340273,,2:05.71,8149,,True,False,True,0.0,1.068,0.503,0:53.12,True
9cb66b73,2019-06-27 13:32:13,GDA_5,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GDA_5/log/mappir.log,../gen/MDHTst_pirTest/GDA_5/log/runpir.log,../gen/MDHTst_pirTest/GDA_5/log/genpsim.log,../gen/MDHTst_pirTest/GDA_5/log/gentrace.log,../gen/MDHTst_pirTest/GDA_5/log/runpsim.log,../gen/MDHTst_pirTest/GDA_5/log/runpsim.sh,../gen/MDHTst_pirTest/GDA_5/log/runproute.log,../gen/MDHTst_pirTest/GDA_5/log/runproute.sh,../gen/MDHTst_pirTest/GDA_5/plastisim/summary.csv,../gen/MDHTst_pirTest/GDA_5/pir/AccelMain.scala,../gen/MDHTst_pirTest/GDA_5/log/,../gen/MDHTst_pirTest/GDA_5/log/gentst.log,../gen/MDHTst_pirTest/GDA_5/log/maketst.log,../gen/MDHTst_pirTest/GDA_5/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,180000,8435,5.00,0,122238,0.0000,0.0000,0.0000,10,-nan,0.0000,,30.377278974,,1:02.37,40202,,True,False,True,0.0,0.217,0.102,3:48.76,True
9cb66b73,2019-06-27 13:32:13,GDA_6,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GDA_6/log/mappir.log,../gen/MDHTst_pirTest/GDA_6/log/runpir.log,../gen/MDHTst_pirTest/GDA_6/log/genpsim.log,../gen/MDHTst_pirTest/GDA_6/log/gentrace.log,../gen/MDHTst_pirTest/GDA_6/log/runpsim.log,../gen/MDHTst_pirTest/GDA_6/log/runpsim.sh,../gen/MDHTst_pirTest/GDA_6/log/runproute.log,../gen/MDHTst_pirTest/GDA_6/log/runproute.sh,../gen/MDHTst_pirTest/GDA_6/plastisim/summary.csv,../gen/MDHTst_pirTest/GDA_6/pir/AccelMain.scala,../gen/MDHTst_pirTest/GDA_6/log/,../gen/MDHTst_pirTest/GDA_6/log/gentst.log,../gen/MDHTst_pirTest/GDA_6/log/maketst.log,../gen/MDHTst_pirTest/GDA_6/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,188538192,25430708,9.00,0,46740960,0.0000,0.0000,0.0000,18,-nan,0.0000,,50.608983309,,2:18.96,,,,False,False,,,,,False
9cb66b73,2019-06-27 13:32:13,GEMM_0,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_0/log/mappir.log,../gen/MDHTst_pirTest/GEMM_0/log/runpir.log,../gen/MDHTst_pirTest/GEMM_0/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_0/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_0/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_0/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_0/log/runproute.log,../gen/MDHTst_pirTest/GEMM_0/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_0/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_0/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_0/log/,../gen/MDHTst_pirTest/GEMM_0/log/gentst.log,../gen/MDHTst_pirTest/GEMM_0/log/maketst.log,../gen/MDHTst_pirTest/GEMM_0/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,1155072,239137,4.50,0,424196,0.0000,0.0000,0.0000,9,-nan,0.0000,,24.606092131,,0:44.32,380449,,True,False,True,2.436,0.689,0.172,16:05.85,True
9cb66b73,2019-06-27 13:32:13,GEMM_1,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_1/log/mappir.log,../gen/MDHTst_pirTest/GEMM_1/log/runpir.log,../gen/MDHTst_pirTest/GEMM_1/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_1/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_1/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_1/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_1/log/runproute.log,../gen/MDHTst_pirTest/GEMM_1/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_1/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_1/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_1/log/,../gen/MDHTst_pirTest/GEMM_1/log/gentst.log,../gen/MDHTst_pirTest/GEMM_1/log/maketst.log,../gen/MDHTst_pirTest/GEMM_1/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,0,5000473,4.00,0,4476164,0.0000,0.0000,0.0000,8,-nan,0.0000,,19.382745274,,0:28.92,,,,False,False,,,,,False
9cb66b73,2019-06-27 13:32:13,GEMM_10,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_10/log/mappir.log,../gen/MDHTst_pirTest/GEMM_10/log/runpir.log,../gen/MDHTst_pirTest/GEMM_10/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_10/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_10/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_10/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_10/log/runproute.log,../gen/MDHTst_pirTest/GEMM_10/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_10/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_10/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_10/log/,../gen/MDHTst_pirTest/GEMM_10/log/gentst.log,../gen/MDHTst_pirTest/GEMM_10/log/maketst.log,../gen/MDHTst_pirTest/GEMM_10/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,154624,177066,5.00,0,116037,0.0000,0.0000,0.0000,10,-nan,0.0000,,46.230054325,,0:54.75,26819,,True,False,True,0.0,0.611,0.153,2:25.76,True
9cb66b73,2019-06-27 13:32:13,GEMM_11,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_11/log/mappir.log,../gen/MDHTst_pirTest/GEMM_11/log/runpir.log,../gen/MDHTst_pirTest/GEMM_11/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_11/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_11/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_11/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_11/log/runproute.log,../gen/MDHTst_pirTest/GEMM_11/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_11/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_11/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_11/log/,../gen/MDHTst_pirTest/GEMM_11/log/gentst.log,../gen/MDHTst_pirTest/GEMM_11/log/maketst.log,../gen/MDHTst_pirTest/GEMM_11/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,16384,226758,5.50,0,86856,0.0000,0.0000,0.0000,11,-nan,0.0000,,46.282425687,,1:01.96,27873,,True,False,True,0.0,0.588,0.147,1:46.05,True
