OPS-All,vec,run-tst,OPS-FU,runp2p_success,runhybrid_err,project,VPMU-split,run-psim,VMC-split,maketst_time,genpir,debug-print,verbose,VPCU,runp2p_deadlock,pcu-stage,sr,row,waveform,psim-q,avgActive,memelm,mem-tech,VPMU-alloc,rtanal,split-forward,runp2p_pass,split-algo,mdone,simfreq,mergeTime_ms,codegen,dag,runhybrid_complete,runhybrid_dram_power,rtelm-unsafe,genpir_err,PMU,run-proute,vdot,merge-forward,PCU,rundot,vfifo,vc,DAG_Total,dag-stage,stat,runhybrid_deadlock,col,VAFG-alloc,tungsten,runhybrid_success,proute-q,runp2p_rbw,runp2p_err,retime-glob,split,retime-exout,mapping,plastiroute_sha,module,link-prop,routing-algo,VPCU-alloc,algo,runhybrid_wbw,dot-argin,bcread,pirArgs,constprop,VDAG,fast,retime-buffer-only,dedicated-dag,word,proute-seed,pmu-stage,lrange,VPMU,igraph,runhybrid_pass,ag-dce,split-thread,notFit,runp2p_complete,vcLimit,pmu-sram-size,topo,backend,debug,net,time,VPCU-split,proute-algo,proute-opts,PCU_Total,retime-local,OPS-Flt,psim,runhybrid_cycle,arch,PMU_Total,runproute_err,succeeded,flit-width,tungsten_sha,load,start-id,clock,pir_sha,maketst_err,prtime,runhybrid_time,scheduled,open,DAG,fifo-depth,share-adctx,VDAG-alloc,runp2p_wbw,reserve-mc,OPS-Other,gentst_err,spatial_sha,reserve-pmu,maxActive,save,VAFG-split,slink,tokenout,MC,add-row,OPS-Fix,merge-algo,argout,name,nn,gentst_time,merge,runp2p_dram_power,runproute_time,runp2p_time,runp2p_cycle,MC_Total,VDAG-split,OPS-Prog FU,reserve-pcu,app,dupra,time-out,reserve-dag,trace,pracc,VAFG,VMC-alloc,dot,VMC,argin,simulate,freq,routing-cost,vlink,rtelm,pattern,runhybrid_rbw
,,,,False,,pirTest,,,,,True,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,,,,False,,,,,,,,88a079d,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Tst,,,2020-05-05 00:01:13 -0700,,,,,,,,,,,,False,,8fc7f5a,,,,d4ea004b,,,,,,,,,,,,,,4e343530,,,,,,,,,,,,,,,,,,,,,,,,DotProduct_6,,,,,,,,,,,,1000000000.0,,,,,
,,,,False,,pirTest,,,,,True,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,,,,False,,,,,,,,88a079d,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Tst,,,2020-05-05 00:01:13 -0700,,,,,,,,,,,,False,,8fc7f5a,,,,d4ea004b,,,,,,,,,,,,,,4e343530,,,,,,,,,,,,,,,,,,,,,,,,FIFOTest_3,,,,,,,,,,,,1000000000.0,,,,,
,16,False,,True,,pirTest,2,False,,0:10.51,True,True,False,2,False,6,True,20,True,1,15.131578947368421,False,DDR4,2,True,False,True,dfs,True,0.09kHz,,True,True,False,,False,,2,False,True,False,1,True,4,4,0,6,True,False,20,1,True,False,4,0.0,,False,True,False,True,88a079d,False,db,dor,2,route_min_directed_valient,,False,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial",True,0,False,False,False,32,0,6,True,2,False,,True,1,,True,4,65536,mesh,Tst,True,hybrid,2020-05-05 00:01:13 -0700,2,route_min_directed_valient,-i100 -p100 -t1 -d100,0,False,,False,,MyDesign,0,,True,512,8fc7f5a,False,0,1000000000,d4ea004b,,,,False,False,1,16,False,0,0.0,0,,,4e343530,0,21.05263157894737,True,1,4,5,0,0,,bfs,4,AccelMain,False,17.254393925,False,,,0:00.41,38,0,0,,0,FileLUTTest_0,False,100,0,False,True,1,,True,,6,False,1000000000.0,H-hop,2,True,checkerboard,
,16,False,,True,,pirTest,11,False,5,0:34.20,True,True,False,17,False,6,True,20,True,1,28.5619030172684,False,DDR4,11,True,False,True,dfs,True,5.74kHz,,True,True,False,,False,,11,False,True,False,11,True,4,4,0,6,True,False,20,1,True,False,4,0.491951,,False,True,False,True,88a079d,False,db,dor,11,route_min_directed_valient,,False,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial",True,0,False,False,False,32,0,6,True,11,False,,True,1,,True,4,65536,mesh,Tst,True,hybrid,2020-05-05 00:01:13 -0700,17,route_min_directed_valient,-i100 -p100 -t1 -d100,0,False,,False,,MyDesign,0,,True,512,8fc7f5a,False,0,1000000000,d4ea004b,,,,False,False,6,16,False,0,0.242191,0,,,4e343530,0,96.87652441277773,True,1,4,5,5,0,,bfs,4,AccelMain,False,72.099634276,False,,,0:47.18,270596,0,0,,0,GDA_0,False,100,0,False,True,1,5,True,5,6,False,1000000000.0,H-hop,2,True,checkerboard,
,,,,False,,pirTest,,,,,True,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,,,,False,,,,,,,,88a079d,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Tst,,,2020-05-05 00:01:13 -0700,,,,,,,,,,,,False,,8fc7f5a,,,,d4ea004b,,,,,,,,,,,,,,4e343530,,,,,,,,,,,,,,,,,,,,,,,,GDA_1,,,,,,,,,,,,1000000000.0,,,,,
,,,,False,,pirTest,,,,,True,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,,,,False,,,,,,,,88a079d,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Tst,,,2020-05-05 00:01:13 -0700,,,,,,,,,,,,False,,8fc7f5a,,,,d4ea004b,,,,,,,,,,,,,,4e343530,,,,,,,,,,,,,,,,,,,,,,,,GDA_3,,,,,,,,,,,,1000000000.0,,,,,
,,,,False,,pirTest,,,,,True,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,,,,False,,,,,,,,88a079d,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Tst,,,2020-05-05 00:01:13 -0700,,,,,,,,,,,,False,,8fc7f5a,,,,d4ea004b,,,,,,,,,,,,,,4e343530,,,,,,,,,,,,,,,,,,,,,,,,GEMM_0,,,,,,,,,,,,1000000000.0,,,,,
,,,,False,,pirTest,,,,,True,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,,,,False,,,,,,,,88a079d,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Tst,,,2020-05-05 00:01:13 -0700,,,,,,,,,,,,False,,8fc7f5a,,,,d4ea004b,,,,,,,,,,,,,,4e343530,,,,,,,,,,,,,,,,,,,,,,,,GEMM_14,,,,,,,,,,,,1000000000.0,,,,,
,,,,False,,pirTest,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,,,,False,,,,,,,,88a079d,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Tst,,,2020-05-05 00:01:13 -0700,,,,,,,,,,,,False,,8fc7f5a,,,,d4ea004b,,,,,,,,,,,,,,4e343530,,,,,,,,,,,,,,,,,,,,,,,,GEMM_18,,,,,,,,,,,,1000000000.0,,,,,
,,,,False,,pirTest,,,,,True,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,,,,False,,,,,,,,88a079d,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Tst,,,2020-05-05 00:01:13 -0700,,,,,,,,,,,,False,,8fc7f5a,,,,d4ea004b,,,,,,,,,,,,,,4e343530,,,,,,,,,,,,,,,,,,,,,,,,GEMM_7,,,,,,,,,,,,1000000000.0,,,,,
,,,,False,,pirTest,,,,,True,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,,,,False,,,,,,,,88a079d,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Tst,,,2020-05-05 00:01:13 -0700,,,,,,,,,,,,False,,8fc7f5a,,,,d4ea004b,,,,,,,,,,,,,,4e343530,,,,,,,,,,,,,,,,,,,,,,,,InitSort_1,,,,,,,,,,,,1000000000.0,,,,,
,,,,False,,pirTest,,,,,True,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,,,,False,,,,,,,,88a079d,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Tst,,,2020-05-05 00:01:13 -0700,,,,,,,,,,,,False,,8fc7f5a,,,,d4ea004b,,,,,,,,,,,,,,4e343530,,,,,,,,,,,,,,,,,,,,,,,,Kmeans_1,,,,,,,,,,,,1000000000.0,,,,,
,,,,False,,pirTest,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,,,,False,,,,,,,,88a079d,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Tst,,,2020-05-05 00:01:13 -0700,,,,,,,,,,,,False,,8fc7f5a,,,,d4ea004b,,,,,,,,,,,,,,4e343530,,,,,,,,,,,,,,,,,,,,,,,,LogReg_3,,,,,,,,,,,,1000000000.0,,,,,
,,,,False,,pirTest,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,,,,False,,,,,,,,88a079d,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Tst,,,2020-05-05 00:01:13 -0700,,,,,,,,,,,,False,,8fc7f5a,,,,d4ea004b,,,,,,,,,,,,,,4e343530,,,,,,,,,,,,,,,,,,,,,,,,LogReg_6,,,,,,,,,,,,1000000000.0,,,,,
,,,,False,,pirTest,,,,,True,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,,,,False,,,,,,,,88a079d,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Tst,,,2020-05-05 00:01:13 -0700,,,,,,,,,,,,False,,8fc7f5a,,,,d4ea004b,,,,,,,,,,,,,,4e343530,,,,,,,,,,,,,,,,,,,,,,,,MemReduceTest_0,,,,,,,,,,,,1000000000.0,,,,,
,,,,False,,pirTest,,,,,True,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,,,,False,,,,,,,,88a079d,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Tst,,,2020-05-05 00:01:13 -0700,,,,,,,,,,,,False,,8fc7f5a,,,,d4ea004b,,,,,,,,,,,,,,4e343530,,,,,,,,,,,,,,,,,,,,,,,,MemReduceTest_2,,,,,,,,,,,,1000000000.0,,,,,
,,,,False,,pirTest,,,,,True,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,,,,False,,,,,,,,88a079d,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Tst,,,2020-05-05 00:01:13 -0700,,,,,,,,,,,,False,,8fc7f5a,,,,d4ea004b,,,,,,,,,,,,,,4e343530,,,,,,,,,,,,,,,,,,,,,,,,NaivePageRank2_4,,,,,,,,,,,,1000000000.0,,,,,
,,,,False,,pirTest,,,,,True,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,,,,False,,,,,,,,88a079d,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Tst,,,2020-05-05 00:01:13 -0700,,,,,,,,,,,,False,,8fc7f5a,,,,d4ea004b,,,,,,,,,,,,,,4e343530,,,,,,,,,,,,,,,,,,,,,,,,OuterProduct_1,,,,,,,,,,,,1000000000.0,,,,,
,,,,False,,pirTest,,,,,True,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,,,,False,,,,,,,,88a079d,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Tst,,,2020-05-05 00:01:13 -0700,,,,,,,,,,,,False,,8fc7f5a,,,,d4ea004b,,,,,,,,,,,,,,4e343530,,,,,,,,,,,,,,,,,,,,,,,,OuterProduct_7,,,,,,,,,,,,1000000000.0,,,,,
,16,False,,True,,pirTest,8,False,3,0:31.63,True,True,False,17,False,6,True,20,True,1,15.013471252305937,False,DDR4,8,True,False,True,dfs,True,6.5kHz,,True,True,False,,False,,8,False,True,False,7,True,4,4,0,6,True,False,20,1,True,False,4,2.28666,,False,True,False,True,88a079d,False,db,dor,9,route_min_directed_valient,,False,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial",True,0,False,False,False,32,0,6,True,8,False,,True,1,,True,4,65536,mesh,Tst,True,hybrid,2020-05-05 00:01:13 -0700,17,route_min_directed_valient,-i100 -p100 -t1 -d100,0,False,,False,,MyDesign,0,,True,512,8fc7f5a,False,0,1000000000,d4ea004b,,,,False,False,10,16,False,0,0.00879483,0,,,4e343530,0,56.28693142778618,True,1,4,5,3,0,,bfs,4,AccelMain,False,63.522763338,False,,,0:02.24,14554,0,0,,0,SGD_0,False,100,0,False,True,1,3,True,3,6,False,1000000000.0,H-hop,2,True,checkerboard,
,,,,False,,pirTest,,,,,True,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,,,,False,,,,,,,,88a079d,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Tst,,,2020-05-05 00:01:13 -0700,,,,,,,,,,,,False,,8fc7f5a,,,,d4ea004b,,,,,,,,,,,,,,4e343530,,,,,,,,,,,,,,,,,,,,,,,,SGD_1,,,,,,,,,,,,1000000000.0,,,,,
,,,,False,,pirTest,,,,,True,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,,,,False,,,,,,,,88a079d,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Tst,,,2020-05-05 00:01:13 -0700,,,,,,,,,,,,False,,8fc7f5a,,,,d4ea004b,,,,,,,,,,,,,,4e343530,,,,,,,,,,,,,,,,,,,,,,,,SRAMSplit_5,,,,,,,,,,,,1000000000.0,,,,,
,,,,False,,pirTest,,,,,True,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,,,,False,,,,,,,,88a079d,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Tst,,,2020-05-05 00:01:13 -0700,,,,,,,,,,,,False,,8fc7f5a,,,,d4ea004b,,,,,,,,,,,,,,4e343530,,,,,,,,,,,,,,,,,,,,,,,,SimpleDotProduct_0,,,,,,,,,,,,1000000000.0,,,,,
,,,,False,,pirTest,,,,,True,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,,,,False,,,,,,,,88a079d,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Tst,,,2020-05-05 00:01:13 -0700,,,,,,,,,,,,False,,8fc7f5a,,,,d4ea004b,,,,,,,,,,,,,,4e343530,,,,,,,,,,,,,,,,,,,,,,,,SimpleLock_1,,,,,,,,,,,,1000000000.0,,,,,
,,,,False,,pirTest,,,,,True,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,,,,False,,,,,,,,88a079d,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Tst,,,2020-05-05 00:01:13 -0700,,,,,,,,,,,,False,,8fc7f5a,,,,d4ea004b,,,,,,,,,,,,,,4e343530,,,,,,,,,,,,,,,,,,,,,,,,StreamInfLogReg_3,,,,,,,,,,,,1000000000.0,,,,,
,16,False,,True,,pirTest,1,False,2,0:11.08,True,True,False,4,False,6,True,20,True,1,26.715686274509807,False,DDR4,1,True,False,,dfs,True,0.2kHz,,True,True,False,,False,,1,False,True,False,1,True,4,4,0,6,True,False,20,1,True,False,4,0.0,,False,True,False,True,88a079d,False,db,dor,4,route_min_directed_valient,,False,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial",True,0,False,False,False,32,0,6,True,1,False,,True,1,,True,4,65536,mesh,Tst,True,hybrid,2020-05-05 00:01:13 -0700,4,route_min_directed_valient,-i100 -p100 -t1 -d100,0,False,,False,,MyDesign,0,,True,512,8fc7f5a,False,0,1000000000,d4ea004b,,,,False,False,3,16,False,0,0.0,0,,,4e343530,0,100.0,True,1,4,5,2,0,,bfs,4,AccelMain,False,18.257741667,False,,,0:00.34,68,0,0,,0,StreamSimple2,False,100,0,False,True,1,2,True,2,6,False,1000000000.0,H-hop,2,True,checkerboard,
,,,,False,,pirTest,,,,,True,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,,,,False,,,,,,,,88a079d,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Tst,,,2020-05-05 00:01:13 -0700,,,,,,,,,,,,False,,8fc7f5a,,,,d4ea004b,,,,,,,,,,,,,,4e343530,,,,,,,,,,,,,,,,,,,,,,,,StreamSimple_0,,,,,,,,,,,,1000000000.0,,,,,
