runp2p_err,VBB,runhybrid_rbw,retime-buffer-only,run-tst,gentst_err,VPCU,genpir_err,routing-algo,arch,pir_sha,routing-cost,backend,runhybrid_time,DAG_Total,rundot,row,VPMU,reserve-pmu,waveform,codegen,rtelm,split-forward,mdone,split,run-proute,dedicated-dag,prtime,retime-exout,dupra,runproute_err,app,load,MC,MC_Total,fast,trace,freq,constprop,reserve-dag,runhybrid_complete,maketst_err,merge-algo,avgActive,runhybrid_wbw,memelm,simulate,flit-width,split-thread,VAFG,project,spatial_sha,VPMU-split,save,runhybrid_pass,notFit,vlink,OPS-Prog FU,debug,sr,name,PMU,col,mapping,rtelm-unsafe,rtanal,run-psim,clock,module,proute-opts,runp2p_wbw,VPCU-alloc,runhybrid_dram_power,pattern,reserve-pcu,runp2p_time,VDAG-split,fifo-depth,nn,VAFG-alloc,tungsten,ag-dce,slink,maxActive,verbose,runp2p_dram_power,net,stat,VPMU-alloc,start-id,genpir,topo,runp2p_pass,pmu-sram-size,open,time-out,OPS-All,OPS-Fix,runp2p_success,mergeTime_ms,link-prop,psim,runhybrid_err,PCU,retime-glob,VBB-split,runp2p_deadlock,bcread,tokenout,maketst_time,dag,vfifo,share-adctx,scheduled,argout,runp2p_cycle,argin,OPS-Flt,VMC-split,proute-seed,debug-print,runp2p_rbw,runhybrid_deadlock,DAG,OPS-FU,psim-q,vec,succeeded,dag-stage,vdot,pirArgs,pcu-stage,OPS-Other,simfreq,lrange,pmu-stage,vc,VMC,PCU_Total,time,proute-algo,runp2p_complete,retime-local,PMU_Total,VBB-alloc,VAFG-split,runproute_time,runhybrid_success,gentst_time,VDAG-alloc,vcLimit,merge-forward,VDAG,word,mem-tech,igraph,runhybrid_cycle,algo,proute-q,dot,pracc,merge,VMC-alloc,VPCU-split,split-algo
,,,False,False,,14,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,,0,True,True,True,False,True,True,False,False,,False,False,,DRAMDoubleBuffer2_2,False,4,40,True,False,1000000000.0,True,0,False,,bfs,7.898936170212766,,False,False,512,1,1,pirTest,02cc5bc3,,True,,,2,,True,True,AccelMain,14,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,2.17872,14,,checkerboard,0,0:01.37,0,16,False,1,True,True,4,27.23404255319149,False,,hybrid,True,,0,True,mesh,True,65536,False,100,,,True,,db,False,,0,False,,False,True,5,0:15.22,True,4,False,False,4,470,6,,4,0,True,2.17872,False,0,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.34kHz,True,6,4,4,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,16.14597706,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,4,14,dfs
,,,False,False,,21,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,,0,True,True,True,False,True,True,False,False,,False,False,,DRAMDoubleBuffer2_3,False,6,40,True,False,1000000000.0,True,0,False,,bfs,8.233117483811286,,False,False,512,1,1,pirTest,02cc5bc3,,True,,,2,,True,True,AccelMain,3,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,2.17872,21,,checkerboard,0,0:01.75,0,16,False,1,True,True,4,27.23404255319149,False,,hybrid,True,,0,True,mesh,True,65536,False,100,,,True,,db,False,,0,False,,False,True,5,0:19.65,True,4,False,False,4,470,6,,6,0,True,2.17872,False,18,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.27kHz,True,6,4,6,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,37.61331582,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,6,21,dfs
,,,False,False,,21,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,,0,True,True,True,False,True,True,False,False,,False,False,,DRAMDoubleBuffer2_4,False,6,40,True,False,1000000000.0,True,0,False,,bfs,2.111801242236025,,False,False,512,1,1,pirTest,02cc5bc3,,True,,,2,,True,True,AccelMain,9,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,2.92571,21,,checkerboard,0,0:03.21,0,16,False,1,True,True,4,2.2857142857142856,False,,hybrid,True,,0,True,mesh,True,65536,False,100,,,True,,db,False,,0,False,,False,True,5,0:45.64,True,4,False,False,4,350,6,,6,0,True,2.92571,False,12,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.11kHz,True,6,4,6,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,38.401832187,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,6,21,dfs
,,,False,False,,13,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,,0,True,True,True,False,True,True,False,False,,False,False,,DRAMDoubleBuffer_0,False,4,40,True,False,1000000000.0,True,0,False,,bfs,15.493958777540868,,False,False,512,1,1,pirTest,02cc5bc3,,True,,,2,,True,True,AccelMain,1,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,2.18337,13,,checkerboard,0,0:01.98,0,16,False,1,True,True,4,54.58422174840085,False,,hybrid,True,,0,True,mesh,True,65536,False,100,,,True,,db,False,,0,False,,False,True,5,0:42.66,True,4,False,False,4,469,6,,4,0,True,2.18337,False,12,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.24kHz,True,6,4,4,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,21.502961085,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,4,13,dfs
,,,False,False,,11,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,,0,True,True,True,False,True,True,False,False,,False,False,,DRAMDoubleBuffer_1,False,4,40,True,False,1000000000.0,True,0,False,,bfs,3.4660991182730316,,False,False,512,1,1,pirTest,02cc5bc3,,True,,,2,,True,True,AccelMain,4,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,4.04743,11,,checkerboard,0,0:01.90,0,16,False,1,True,True,4,6.324110671936759,False,,hybrid,True,,0,True,mesh,True,65536,False,100,,,True,,db,False,,0,False,,False,True,5,0:27.91,True,4,False,False,4,253,6,,4,0,True,4.04743,False,7,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.13kHz,True,6,4,4,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,27.575316533,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,4,11,dfs
,,,False,False,,22,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,,0,True,True,True,False,True,True,False,False,,False,False,,DRAMDoubleBuffer_2,False,8,40,True,False,1000000000.0,True,0,False,,bfs,2.01271186440678,,False,False,512,1,1,pirTest,02cc5bc3,,True,,,2,,True,True,AccelMain,8,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,4.33898,22,,checkerboard,0,0:02.53,0,16,False,1,True,True,4,3.389830508474576,False,,hybrid,True,,0,True,mesh,True,65536,False,100,,,True,,db,False,,0,False,,False,True,5,0:32.31,True,4,False,False,4,236,6,,8,0,True,4.33898,False,14,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.09kHz,True,6,4,8,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,21.061897086,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,8,22,dfs
,,,False,False,,37,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,,0,True,True,True,False,True,True,False,False,,False,False,,DRAMDoubleBuffer_3,False,12,40,True,False,1000000000.0,True,0,False,,bfs,2.0208604954367666,,False,False,512,1,1,pirTest,02cc5bc3,,True,,,2,,True,True,AccelMain,28,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,4.33898,37,,checkerboard,0,0:03.07,0,16,False,1,True,True,4,3.389830508474576,False,,hybrid,True,,0,True,mesh,True,65536,False,100,,,True,,db,False,,0,False,,False,True,5,2:26.86,True,4,False,False,4,236,6,,12,0,True,4.33898,False,9,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.08kHz,True,6,4,12,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,87.442001191,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,12,37,dfs
,,,False,False,,19,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,,0,True,True,True,False,True,True,False,False,,False,False,,DRAMMergeSort_0,False,3,40,True,False,1000000000.0,True,0,False,,bfs,20.490301037444876,,False,False,512,1,1,pirTest,02cc5bc3,,True,,,2,,True,True,AccelMain,2,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,43.4334,19,,checkerboard,0,3:49.93,0,16,False,1,True,True,4,67.86469883510489,False,,hybrid,True,,0,True,mesh,,65536,False,100,,,True,,db,False,,11,False,,False,True,5,1:20.81,True,4,False,False,4,78462,6,,3,0,True,43.4334,False,6,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.34kHz,True,6,4,3,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,30.151304899,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,3,19,dfs
,,,False,False,,19,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,,0,True,True,True,False,True,True,False,False,,False,False,,DRAMMergeSort_1,False,3,40,True,False,1000000000.0,True,0,False,,bfs,20.624094005362206,,False,False,512,1,1,pirTest,02cc5bc3,,True,,,2,,True,True,AccelMain,2,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,43.717,19,,checkerboard,0,2:42.40,0,16,False,1,True,True,4,68.30782651084628,False,,hybrid,True,,0,True,mesh,,65536,False,100,,,True,,db,False,,11,False,,False,True,5,1:02.92,True,4,False,False,4,77953,6,,3,0,True,43.717,False,6,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.48kHz,True,6,4,3,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,30.365408393,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,3,19,dfs
,,,False,False,,37,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,,0,True,True,True,False,True,True,False,False,,False,False,,DRAMMergeSort_2,False,6,40,True,False,1000000000.0,True,0,False,,bfs,13.719324845771864,,False,False,512,1,1,pirTest,02cc5bc3,,True,,,2,,True,True,AccelMain,4,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,50.5769,37,,checkerboard,0,3:14.68,0,16,False,1,True,True,4,42.55268625704957,False,,hybrid,True,,0,True,mesh,,65536,False,100,,,True,,db,False,,22,False,,False,True,5,1:15.88,True,4,False,False,4,67380,6,,6,0,True,50.5769,False,11,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.35kHz,True,6,4,6,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,45.536633042,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,6,37,dfs
,,,False,False,,55,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,,0,True,True,True,False,True,True,False,False,,False,False,,DRAMMergeSort_3,False,9,40,True,False,1000000000.0,True,0,False,,bfs,11.971954216077423,,False,False,512,1,1,pirTest,02cc5bc3,,True,,,2,,True,True,AccelMain,6,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,56.4947,55,,checkerboard,0,3:40.40,0,16,False,1,True,True,4,36.96827028281556,False,,hybrid,True,,0,True,mesh,,65536,False,100,,,True,,db,False,,33,False,,False,True,5,2:40.23,True,4,False,False,4,60322,6,,9,0,True,56.4947,False,16,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.27kHz,True,6,4,9,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,124.976188793,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,9,55,dfs
,,,False,False,,73,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,,0,True,True,True,False,True,True,False,False,,False,False,,DRAMMergeSort_4,False,12,40,True,False,1000000000.0,True,0,False,,bfs,9.421121250412094,,False,False,512,1,1,pirTest,02cc5bc3,,True,,,2,,True,True,AccelMain,8,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,56.4928,73,,checkerboard,0,6:31.47,0,16,False,1,True,True,4,28.85750281811551,False,,hybrid,True,,0,True,mesh,,65536,False,100,,,True,,db,False,,44,False,,False,True,5,3:46.91,True,4,False,False,4,60324,6,,12,0,True,56.4928,False,21,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.15kHz,True,6,4,12,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,105.10557949,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,12,73,dfs
