project,VAFG,VPCU-split,igraph,dag-stage,retime-buffer-only,psim,proute-q,pracc,VPCU,dot,lrange,VAFG-split,PCU,proute-algo,rtanal,PMU,tungsten,open,ag-dce,VPMU-alloc,runp2p_time,simulate,debug,runp2p_deadlock,runhybrid_pass,load,maketst_err,split-algo,save,runp2p_cycle,runhybrid_cycle,arch,split,slink,spatial_sha,VMC,topo,stat,genpir,pcu-stage,runp2p_pass,DAG_Total,VAFG-alloc,runproute_time,row,mdone,runhybrid_err,vlink,notFit,merge,OPS-All,trace,avgActive,tokenout,runp2p_complete,fifo-depth,pmu-stage,VDAG-alloc,VBB-split,DAG,argin,VPMU-split,VDAG-split,runp2p_success,reserve-pcu,runhybrid_success,debug-print,word,VBB,nn,name,pmu-sram-size,VPCU-alloc,verbose,rundot,run-psim,PCU_Total,gentst_err,scheduled,OPS-FU,pattern,OPS-Fix,share-adctx,gentst_time,genpir_err,runp2p_dram_power,VMC-alloc,runhybrid_time,bcread,vc,OPS-Flt,net,module,OPS-Other,sr,col,simfreq,dupra,mergeTime_ms,vcLimit,fast,run-proute,runp2p_err,psim-q,run-tst,proute-opts,vec,MC_Total,flit-width,algo,link-prop,waveform,rtelm,routing-cost,codegen,VMC-split,runhybrid_deadlock,pirArgs,VBB-alloc,VDAG,merge-forward,runhybrid_dram_power,succeeded,routing-algo,maketst_time,MC,merge-algo,app,reserve-dag,proute-seed,start-id,freq,time,argout,dedicated-dag,vdot,clock,constprop,retime-local,pir_sha,reserve-pmu,runproute_err,PMU_Total,runhybrid_complete,time-out,memelm,VPMU,prtime,retime-glob,split-thread,split-forward,mem-tech,OPS-Prog FU,runp2p_wbw,runhybrid_rbw,rtelm-unsafe,backend,retime-exout,vfifo,runhybrid_wbw,maxActive,mapping,runp2p_rbw,dag
pirTest,1,14,False,6,False,False,4,True,14,True,True,1,0,route_min_directed_valient,True,14,True,False,True,,0:01.33,False,True,False,,False,,dfs,True,470,,MyDesign,True,4,02cc5bc3,4,mesh,True,True,6,True,40,1,,20,True,,2,,False,,False,7.898936170212766,5,True,16,6,0,,0,6,,0,True,0,False,True,32,,False,AccelMain,65536,14,False,True,False,200,,False,,checkerboard,,False,12.980349832,,,4,,True,4,,hybrid,False,,True,20,0.35kHz,False,,4,True,False,,1,False,-i100 -p100 -t1 -d100,16,40,512,route_min_directed_valient,db,True,True,H-hop,True,4,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,0,False,,True,dor,0:15.85,4,bfs,DRAMDoubleBuffer2_2,0,0,0,1000000000.0,2020-04-01 21:15:33 -0700,4,False,True,1000000000,True,False,a7956b4a,0,,200,False,100,False,,,False,1,False,DDR4,,2.17872,,False,Tst,False,4,,27.23404255319149,True,2.17872,True
pirTest,1,21,False,6,False,False,4,True,21,True,True,1,0,route_min_directed_valient,True,3,True,False,True,,0:02.84,False,True,False,,False,,dfs,True,470,,MyDesign,True,4,02cc5bc3,6,mesh,True,True,6,True,40,1,,20,True,,2,,False,,False,8.233117483811286,5,True,16,6,0,,18,6,,0,True,0,False,True,32,,False,AccelMain,65536,21,False,True,False,200,,False,,checkerboard,,False,27.417568427,,,6,,True,4,,hybrid,False,,True,20,0.17kHz,False,,4,True,False,,1,False,-i100 -p100 -t1 -d100,16,40,512,route_min_directed_valient,db,True,True,H-hop,True,6,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,0,False,,True,dor,0:23.01,6,bfs,DRAMDoubleBuffer2_3,0,0,0,1000000000.0,2020-04-01 21:15:33 -0700,4,False,True,1000000000,True,False,a7956b4a,0,,200,False,100,False,,,False,1,False,DDR4,,2.17872,,False,Tst,False,4,,27.23404255319149,True,2.17872,True
pirTest,1,21,False,6,False,False,4,True,21,True,True,1,0,route_min_directed_valient,True,9,True,False,True,,0:01.34,False,True,False,,False,,dfs,True,350,,MyDesign,True,4,02cc5bc3,6,mesh,True,True,6,True,40,1,,20,True,,2,,False,,False,2.111801242236025,5,True,16,6,0,,12,6,,0,True,0,False,True,32,,False,AccelMain,65536,21,False,True,False,200,,False,,checkerboard,,False,15.416302426,,,6,,True,4,,hybrid,False,,True,20,0.26kHz,False,,4,True,False,,1,False,-i100 -p100 -t1 -d100,16,40,512,route_min_directed_valient,db,True,True,H-hop,True,6,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,0,False,,True,dor,0:16.48,6,bfs,DRAMDoubleBuffer2_4,0,0,0,1000000000.0,2020-04-01 21:15:33 -0700,4,False,True,1000000000,True,False,a7956b4a,0,,200,False,100,False,,,False,1,False,DDR4,,2.92571,,False,Tst,False,4,,2.2857142857142856,True,2.92571,True
pirTest,1,13,False,6,False,False,4,True,13,True,True,1,0,route_min_directed_valient,True,1,True,False,True,,0:02.92,False,True,False,,False,,dfs,True,459,,MyDesign,True,4,02cc5bc3,4,mesh,True,True,6,True,40,1,,20,True,,2,,False,,False,15.831517792302106,5,True,16,6,0,,12,6,,0,True,0,False,True,32,,False,AccelMain,65536,13,False,True,False,200,,False,,checkerboard,,False,24.174554921,,,4,,True,4,,hybrid,False,,True,20,0.16kHz,False,,4,True,False,,1,False,-i100 -p100 -t1 -d100,16,40,512,route_min_directed_valient,db,True,True,H-hop,True,4,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,0,False,,True,dor,0:33.25,4,bfs,DRAMDoubleBuffer_0,0,0,0,1000000000.0,2020-04-01 21:15:33 -0700,4,False,True,1000000000,True,False,a7956b4a,0,,200,False,100,False,,,False,1,False,DDR4,,2.23094,,False,Tst,False,4,,55.773420479302835,True,2.23094,True
pirTest,1,11,False,6,False,False,4,True,11,True,True,1,0,route_min_directed_valient,True,4,True,False,True,,0:00.27,False,True,False,,False,,dfs,True,253,,MyDesign,True,4,02cc5bc3,4,mesh,True,True,6,True,40,1,,20,True,,2,,False,,False,3.4660991182730316,5,True,16,6,0,,7,6,,0,True,0,False,True,32,,False,AccelMain,65536,11,False,True,False,200,,False,,checkerboard,,False,10.730716818,,,4,,True,4,,hybrid,False,,True,20,0.94kHz,False,,4,True,False,,1,False,-i100 -p100 -t1 -d100,16,40,512,route_min_directed_valient,db,True,True,H-hop,True,4,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,0,False,,True,dor,0:21.23,4,bfs,DRAMDoubleBuffer_1,0,0,0,1000000000.0,2020-04-01 21:15:33 -0700,4,False,True,1000000000,True,False,a7956b4a,0,,200,False,100,False,,,False,1,False,DDR4,,4.04743,,False,Tst,False,4,,6.324110671936759,True,4.04743,True
pirTest,1,22,False,6,False,False,4,True,22,True,True,1,0,route_min_directed_valient,True,8,True,False,True,,0:01.53,False,True,False,,False,,dfs,True,236,,MyDesign,True,4,02cc5bc3,8,mesh,True,True,6,True,40,1,,20,True,,2,,False,,False,2.01271186440678,5,True,16,6,0,,14,6,,0,True,0,False,True,32,,False,AccelMain,65536,22,False,True,False,200,,False,,checkerboard,,False,61.115704869,,,8,,True,4,,hybrid,False,,True,20,0.15kHz,False,,4,True,False,,1,False,-i100 -p100 -t1 -d100,16,40,512,route_min_directed_valient,db,True,True,H-hop,True,8,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,0,False,,True,dor,0:51.41,8,bfs,DRAMDoubleBuffer_2,0,0,0,1000000000.0,2020-04-01 21:15:33 -0700,4,False,True,1000000000,True,False,a7956b4a,0,,200,False,100,False,,,False,1,False,DDR4,,4.33898,,False,Tst,False,4,,3.389830508474576,True,4.33898,True
pirTest,1,37,False,6,False,False,4,True,37,True,True,1,0,route_min_directed_valient,True,28,True,False,True,,0:01.44,False,True,False,,False,,dfs,True,236,,MyDesign,True,4,02cc5bc3,12,mesh,True,True,6,True,40,1,,20,True,,2,,False,,False,2.0208604954367666,5,True,16,6,0,,9,6,,0,True,0,False,True,32,,False,AccelMain,65536,37,False,True,False,200,,False,,checkerboard,,False,28.68245009,,,12,,True,4,,hybrid,False,,True,20,0.16kHz,False,,4,True,False,,1,False,-i100 -p100 -t1 -d100,16,40,512,route_min_directed_valient,db,True,True,H-hop,True,12,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,0,False,,True,dor,0:46.91,12,bfs,DRAMDoubleBuffer_3,0,0,0,1000000000.0,2020-04-01 21:15:33 -0700,4,False,True,1000000000,True,False,a7956b4a,0,,200,False,100,False,,,False,1,False,DDR4,,4.33898,,False,Tst,False,4,,3.389830508474576,True,4.33898,True
pirTest,1,19,False,6,False,False,4,True,19,True,True,1,11,route_min_directed_valient,True,2,True,False,True,,2:56.68,False,True,False,,False,,dfs,True,77447,,MyDesign,True,4,02cc5bc3,3,mesh,True,True,6,,40,1,,20,True,,2,,False,,False,20.758841530336877,5,True,16,6,0,,6,6,,0,True,0,False,True,32,,False,AccelMain,65536,19,False,True,False,200,,False,,checkerboard,,False,13.172338493,,,3,,True,4,,hybrid,False,,True,20,0.44kHz,False,,4,True,False,,1,False,-i100 -p100 -t1 -d100,16,40,512,route_min_directed_valient,db,True,True,H-hop,True,3,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,0,False,,True,dor,0:33.57,3,bfs,DRAMMergeSort_0,0,0,0,1000000000.0,2020-04-01 21:15:33 -0700,4,False,True,1000000000,True,False,a7956b4a,0,,200,False,100,False,,,False,1,False,DDR4,,44.0026,,False,Tst,False,4,,68.75411571784575,True,44.0026,True
pirTest,1,19,False,6,False,False,4,True,19,True,True,1,11,route_min_directed_valient,True,2,True,False,True,,1:37.09,False,True,False,,False,,dfs,True,77852,,MyDesign,True,4,02cc5bc3,3,mesh,True,True,6,,40,1,,20,True,,2,,False,,False,20.650850331398036,5,True,16,6,0,,6,6,,0,True,0,False,True,32,,False,AccelMain,65536,19,False,True,False,200,,False,,checkerboard,,False,13.195506067,,,3,,True,4,,hybrid,False,,True,20,0.8kHz,False,,4,True,False,,1,False,-i100 -p100 -t1 -d100,16,40,512,route_min_directed_valient,db,True,True,H-hop,True,3,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,0,False,,True,dor,0:23.09,3,bfs,DRAMMergeSort_1,0,0,0,1000000000.0,2020-04-01 21:15:33 -0700,4,False,True,1000000000,True,False,a7956b4a,0,,200,False,100,False,,,False,1,False,DDR4,,43.7737,,False,Tst,False,4,,68.39644453578585,True,43.7737,True
pirTest,1,37,False,6,False,False,4,True,37,True,True,1,22,route_min_directed_valient,True,4,True,False,True,,3:19.29,False,True,False,,False,,dfs,True,67625,,MyDesign,True,4,02cc5bc3,6,mesh,True,True,6,,40,1,,20,True,,2,,False,,False,13.669620822301045,5,True,16,6,0,,11,6,,0,True,0,False,True,32,,False,AccelMain,65536,37,False,True,False,200,,False,,checkerboard,,False,23.3705458,,,6,,True,4,,hybrid,False,,True,20,0.34kHz,False,,4,True,False,,1,False,-i100 -p100 -t1 -d100,16,40,512,route_min_directed_valient,db,True,True,H-hop,True,6,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,0,False,,True,dor,0:41.24,6,bfs,DRAMMergeSort_2,0,0,0,1000000000.0,2020-04-01 21:15:33 -0700,4,False,True,1000000000,True,False,a7956b4a,0,,200,False,100,False,,,False,1,False,DDR4,,50.3937,,False,Tst,False,4,,42.39852125693161,True,50.3937,True
pirTest,1,55,False,6,False,False,4,True,55,True,True,1,33,route_min_directed_valient,True,6,True,False,True,,3:32.93,False,True,False,,False,,dfs,True,60856,,MyDesign,True,4,02cc5bc3,9,mesh,True,True,6,,40,1,,20,True,,2,,False,,False,11.866902560507135,5,True,16,6,0,,16,6,,0,True,0,False,True,32,,False,AccelMain,65536,55,False,True,False,200,,False,,checkerboard,,False,35.074218585,,,9,,True,4,,hybrid,False,,True,20,0.29kHz,False,,4,True,False,,1,False,-i100 -p100 -t1 -d100,16,40,512,route_min_directed_valient,db,True,True,H-hop,True,9,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,0,False,,True,dor,0:47.21,9,bfs,DRAMMergeSort_3,0,0,0,1000000000.0,2020-04-01 21:15:33 -0700,4,False,True,1000000000,True,False,a7956b4a,0,,200,False,100,False,,,False,1,False,DDR4,,55.9989,,False,Tst,False,4,,36.64388063625608,True,55.9989,True
pirTest,1,73,False,6,False,False,4,True,73,True,True,1,44,route_min_directed_valient,True,8,True,False,True,,4:13.41,False,True,False,,False,,dfs,True,60590,,MyDesign,True,4,02cc5bc3,12,mesh,True,True,6,,40,1,,20,True,,2,,False,,False,9.379760988774702,5,True,16,6,0,,21,6,,0,True,0,False,True,32,,False,AccelMain,65536,73,False,True,False,200,,False,,checkerboard,,False,53.630673582,,,12,,True,4,,hybrid,False,,True,20,0.24kHz,False,,4,True,False,,1,False,-i100 -p100 -t1 -d100,16,40,512,route_min_directed_valient,db,True,True,H-hop,True,12,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,0,False,,True,dor,1:14.35,12,bfs,DRAMMergeSort_4,0,0,0,1000000000.0,2020-04-01 21:15:33 -0700,4,False,True,1000000000,True,False,a7956b4a,0,,200,False,100,False,,,False,1,False,DDR4,,56.2448,,False,Tst,False,4,,28.73081366562139,True,56.2448,True
