sha,time,app,project,backend,freq,mappirlog,runpirlog,genpsimlog,gentracelog,runpsimlog,psimsh,runproutelog,proutesh,prouteSummary,AccelMain,logpath,gentst,maketst,runhybrid,genpir,genpir_err,runpir_time,runpir_err,notFit,MC,DAG,PMU,PCU,row,col,p2p,asic,scheduled,fifo_depth,mappir_err,mappir_time,genpsim_err,gentrace_err,psimcycle,lbw,sbw,psim_deadlock,algo,pattern,slink,vlink,prtime,vcLimit,DynHopsVec,DynHopsScal,StatHopsVec,StatHopsScal,Score,NetVC,TotPkts,LinkLim,InjectLim,EjectLim,LongRoute,Q0Pct,Q0Lim,gentst_err,gentst_time,maketst_err,maketst_time,runhybrid_cycle,runtst_err,runtst_pass,runhybrid_deadlock,runhybrid_complete,tst_dram_power,tst_rbw,tst_wbw,runtst_time,succeeded
e834b9fc,2019-06-11 12:18:51,GDA_2,pirTest,HTst,1000000000.0,../gen/HTst_pirTest/GDA_2/log/mappir.log,../gen/HTst_pirTest/GDA_2/log/runpir.log,../gen/HTst_pirTest/GDA_2/log/genpsim.log,../gen/HTst_pirTest/GDA_2/log/gentrace.log,../gen/HTst_pirTest/GDA_2/log/runpsim.log,../gen/HTst_pirTest/GDA_2/log/runpsim.sh,../gen/HTst_pirTest/GDA_2/log/runproute.log,../gen/HTst_pirTest/GDA_2/log/runproute.sh,../gen/HTst_pirTest/GDA_2/plastisim/summary.csv,../gen/HTst_pirTest/GDA_2/pir/AccelMain.scala,../gen/HTst_pirTest/GDA_2/log/,../gen/HTst_pirTest/GDA_2/log/gentst.log,../gen/HTst_pirTest/GDA_2/log/maketst.log,../gen/HTst_pirTest/GDA_2/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,0,0,57274,981,5.00,0,25846,0.0000,0.0000,0.0000,10,-nan,0.0000,,75.764872617,,0:52.59,8159,,True,False,True,0.0,1.067,0.502,0:32.03,True
e834b9fc,2019-06-11 12:18:51,GDA_3,pirTest,HTst,1000000000.0,../gen/HTst_pirTest/GDA_3/log/mappir.log,../gen/HTst_pirTest/GDA_3/log/runpir.log,../gen/HTst_pirTest/GDA_3/log/genpsim.log,../gen/HTst_pirTest/GDA_3/log/gentrace.log,../gen/HTst_pirTest/GDA_3/log/runpsim.log,../gen/HTst_pirTest/GDA_3/log/runpsim.sh,../gen/HTst_pirTest/GDA_3/log/runproute.log,../gen/HTst_pirTest/GDA_3/log/runproute.sh,../gen/HTst_pirTest/GDA_3/plastisim/summary.csv,../gen/HTst_pirTest/GDA_3/pir/AccelMain.scala,../gen/HTst_pirTest/GDA_3/log/,../gen/HTst_pirTest/GDA_3/log/gentst.log,../gen/HTst_pirTest/GDA_3/log/maketst.log,../gen/HTst_pirTest/GDA_3/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,0,0,191010,24791,5.50,0,85814,0.0000,0.0000,0.0000,11,-nan,0.0000,,63.177811888,,0:47.43,19732,,True,False,True,0.0,0.441,0.208,1:33.16,True
e834b9fc,2019-06-11 12:18:51,GDA_4,pirTest,HTst,1000000000.0,../gen/HTst_pirTest/GDA_4/log/mappir.log,../gen/HTst_pirTest/GDA_4/log/runpir.log,../gen/HTst_pirTest/GDA_4/log/genpsim.log,../gen/HTst_pirTest/GDA_4/log/gentrace.log,../gen/HTst_pirTest/GDA_4/log/runpsim.log,../gen/HTst_pirTest/GDA_4/log/runpsim.sh,../gen/HTst_pirTest/GDA_4/log/runproute.log,../gen/HTst_pirTest/GDA_4/log/runproute.sh,../gen/HTst_pirTest/GDA_4/plastisim/summary.csv,../gen/HTst_pirTest/GDA_4/pir/AccelMain.scala,../gen/HTst_pirTest/GDA_4/log/,../gen/HTst_pirTest/GDA_4/log/gentst.log,../gen/HTst_pirTest/GDA_4/log/maketst.log,../gen/HTst_pirTest/GDA_4/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,0,0,227756,46174,6.00,0,91638,0.0000,0.0000,0.0000,12,-nan,0.0000,,122.980494529,,1:16.30,8604,,True,False,True,0.0,1.012,0.476,0:19.65,True
e834b9fc,2019-06-11 12:18:51,GDA_5,pirTest,HTst,1000000000.0,../gen/HTst_pirTest/GDA_5/log/mappir.log,../gen/HTst_pirTest/GDA_5/log/runpir.log,../gen/HTst_pirTest/GDA_5/log/genpsim.log,../gen/HTst_pirTest/GDA_5/log/gentrace.log,../gen/HTst_pirTest/GDA_5/log/runpsim.log,../gen/HTst_pirTest/GDA_5/log/runpsim.sh,../gen/HTst_pirTest/GDA_5/log/runproute.log,../gen/HTst_pirTest/GDA_5/log/runproute.sh,../gen/HTst_pirTest/GDA_5/plastisim/summary.csv,../gen/HTst_pirTest/GDA_5/pir/AccelMain.scala,../gen/HTst_pirTest/GDA_5/log/,../gen/HTst_pirTest/GDA_5/log/gentst.log,../gen/HTst_pirTest/GDA_5/log/maketst.log,../gen/HTst_pirTest/GDA_5/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,0,0,191548,25077,5.00,0,122238,0.0000,0.0000,0.0000,10,-nan,0.0000,,68.187575466,,0:57.47,39666,,True,False,True,0.0,0.219,0.103,2:59.78,True
e834b9fc,2019-06-11 12:18:51,GDA_6,pirTest,HTst,1000000000.0,../gen/HTst_pirTest/GDA_6/log/mappir.log,../gen/HTst_pirTest/GDA_6/log/runpir.log,../gen/HTst_pirTest/GDA_6/log/genpsim.log,../gen/HTst_pirTest/GDA_6/log/gentrace.log,../gen/HTst_pirTest/GDA_6/log/runpsim.log,../gen/HTst_pirTest/GDA_6/log/runpsim.sh,../gen/HTst_pirTest/GDA_6/log/runproute.log,../gen/HTst_pirTest/GDA_6/log/runproute.sh,../gen/HTst_pirTest/GDA_6/plastisim/summary.csv,../gen/HTst_pirTest/GDA_6/pir/AccelMain.scala,../gen/HTst_pirTest/GDA_6/log/,../gen/HTst_pirTest/GDA_6/log/gentst.log,../gen/HTst_pirTest/GDA_6/log/maketst.log,../gen/HTst_pirTest/GDA_6/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,0,0,214283744,33819944,9.50,0,50935264,0.0000,0.0000,0.0000,19,-nan,0.0000,,159.307159014,,1:43.00,,,,False,False,,,,,False
e834b9fc,2019-06-11 12:18:51,GEMM_0,pirTest,HTst,1000000000.0,../gen/HTst_pirTest/GEMM_0/log/mappir.log,../gen/HTst_pirTest/GEMM_0/log/runpir.log,../gen/HTst_pirTest/GEMM_0/log/genpsim.log,../gen/HTst_pirTest/GEMM_0/log/gentrace.log,../gen/HTst_pirTest/GEMM_0/log/runpsim.log,../gen/HTst_pirTest/GEMM_0/log/runpsim.sh,../gen/HTst_pirTest/GEMM_0/log/runproute.log,../gen/HTst_pirTest/GEMM_0/log/runproute.sh,../gen/HTst_pirTest/GEMM_0/plastisim/summary.csv,../gen/HTst_pirTest/GEMM_0/pir/AccelMain.scala,../gen/HTst_pirTest/GEMM_0/log/,../gen/HTst_pirTest/GEMM_0/log/gentst.log,../gen/HTst_pirTest/GEMM_0/log/maketst.log,../gen/HTst_pirTest/GEMM_0/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,0,0,1177600,106529,4.50,0,424196,0.0000,0.0000,0.0000,9,-nan,0.0000,,51.130167838,,0:40.18,345551,,True,False,True,1.934,0.759,0.19,12:50.51,True
e834b9fc,2019-06-11 12:18:51,GEMM_1,pirTest,HTst,1000000000.0,../gen/HTst_pirTest/GEMM_1/log/mappir.log,../gen/HTst_pirTest/GEMM_1/log/runpir.log,../gen/HTst_pirTest/GEMM_1/log/genpsim.log,../gen/HTst_pirTest/GEMM_1/log/gentrace.log,../gen/HTst_pirTest/GEMM_1/log/runpsim.log,../gen/HTst_pirTest/GEMM_1/log/runpsim.sh,../gen/HTst_pirTest/GEMM_1/log/runproute.log,../gen/HTst_pirTest/GEMM_1/log/runproute.sh,../gen/HTst_pirTest/GEMM_1/plastisim/summary.csv,../gen/HTst_pirTest/GEMM_1/pir/AccelMain.scala,../gen/HTst_pirTest/GEMM_1/log/,../gen/HTst_pirTest/GEMM_1/log/gentst.log,../gen/HTst_pirTest/GEMM_1/log/maketst.log,../gen/HTst_pirTest/GEMM_1/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,0,0,0,4901399,4.00,0,4476164,0.0000,0.0000,0.0000,8,-nan,0.0000,,36.271100449,,0:28.64,,,,False,False,,,,,False
e834b9fc,2019-06-11 12:18:51,GEMM_10,pirTest,HTst,1000000000.0,../gen/HTst_pirTest/GEMM_10/log/mappir.log,../gen/HTst_pirTest/GEMM_10/log/runpir.log,../gen/HTst_pirTest/GEMM_10/log/genpsim.log,../gen/HTst_pirTest/GEMM_10/log/gentrace.log,../gen/HTst_pirTest/GEMM_10/log/runpsim.log,../gen/HTst_pirTest/GEMM_10/log/runpsim.sh,../gen/HTst_pirTest/GEMM_10/log/runproute.log,../gen/HTst_pirTest/GEMM_10/log/runproute.sh,../gen/HTst_pirTest/GEMM_10/plastisim/summary.csv,../gen/HTst_pirTest/GEMM_10/pir/AccelMain.scala,../gen/HTst_pirTest/GEMM_10/log/,../gen/HTst_pirTest/GEMM_10/log/gentst.log,../gen/HTst_pirTest/GEMM_10/log/maketst.log,../gen/HTst_pirTest/GEMM_10/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,0,0,150528,102695,4.50,0,116037,0.0000,0.0000,0.0000,9,-nan,0.0000,,83.227236781,,0:52.64,24346,,True,False,True,0.0,0.673,0.168,2:16.14,True
e834b9fc,2019-06-11 12:18:51,GEMM_11,pirTest,HTst,1000000000.0,../gen/HTst_pirTest/GEMM_11/log/mappir.log,../gen/HTst_pirTest/GEMM_11/log/runpir.log,../gen/HTst_pirTest/GEMM_11/log/genpsim.log,../gen/HTst_pirTest/GEMM_11/log/gentrace.log,../gen/HTst_pirTest/GEMM_11/log/runpsim.log,../gen/HTst_pirTest/GEMM_11/log/runpsim.sh,../gen/HTst_pirTest/GEMM_11/log/runproute.log,../gen/HTst_pirTest/GEMM_11/log/runproute.sh,../gen/HTst_pirTest/GEMM_11/plastisim/summary.csv,../gen/HTst_pirTest/GEMM_11/pir/AccelMain.scala,../gen/HTst_pirTest/GEMM_11/log/,../gen/HTst_pirTest/GEMM_11/log/gentst.log,../gen/HTst_pirTest/GEMM_11/log/maketst.log,../gen/HTst_pirTest/GEMM_11/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,0,9,15360,228389,6.06,1,86856,0.0001,0.0001,0.0001,12,100.00,0.0000,,86.293289593,,0:55.44,25508,,True,False,True,0.0,0.642,0.161,2:10.71,True
e834b9fc,2019-06-11 12:18:51,GEMM_12,pirTest,HTst,1000000000.0,../gen/HTst_pirTest/GEMM_12/log/mappir.log,../gen/HTst_pirTest/GEMM_12/log/runpir.log,../gen/HTst_pirTest/GEMM_12/log/genpsim.log,../gen/HTst_pirTest/GEMM_12/log/gentrace.log,../gen/HTst_pirTest/GEMM_12/log/runpsim.log,../gen/HTst_pirTest/GEMM_12/log/runpsim.sh,../gen/HTst_pirTest/GEMM_12/log/runproute.log,../gen/HTst_pirTest/GEMM_12/log/runproute.sh,../gen/HTst_pirTest/GEMM_12/plastisim/summary.csv,../gen/HTst_pirTest/GEMM_12/pir/AccelMain.scala,../gen/HTst_pirTest/GEMM_12/log/,../gen/HTst_pirTest/GEMM_12/log/gentst.log,../gen/HTst_pirTest/GEMM_12/log/maketst.log,../gen/HTst_pirTest/GEMM_12/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,0,0,110592,88438,5.50,0,111430,0.0000,0.0000,0.0000,11,-nan,0.0000,,87.645108722,,0:57.58,25581,,True,False,True,0.0,0.64,0.16,2:19.50,True
e834b9fc,2019-06-11 12:18:51,GEMM_13,pirTest,HTst,1000000000.0,../gen/HTst_pirTest/GEMM_13/log/mappir.log,../gen/HTst_pirTest/GEMM_13/log/runpir.log,../gen/HTst_pirTest/GEMM_13/log/genpsim.log,../gen/HTst_pirTest/GEMM_13/log/gentrace.log,../gen/HTst_pirTest/GEMM_13/log/runpsim.log,../gen/HTst_pirTest/GEMM_13/log/runpsim.sh,../gen/HTst_pirTest/GEMM_13/log/runproute.log,../gen/HTst_pirTest/GEMM_13/log/runproute.sh,../gen/HTst_pirTest/GEMM_13/plastisim/summary.csv,../gen/HTst_pirTest/GEMM_13/pir/AccelMain.scala,../gen/HTst_pirTest/GEMM_13/log/,../gen/HTst_pirTest/GEMM_13/log/gentst.log,../gen/HTst_pirTest/GEMM_13/log/maketst.log,../gen/HTst_pirTest/GEMM_13/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,0,76,0,384694,509.78,2,83792,0.0002,0.0007,0.0001,19,50.00,0.0001,,128.578254734,,1:28.75,,,,False,False,,,,0:01.49,False
e834b9fc,2019-06-11 12:18:51,GEMM_14,pirTest,HTst,1000000000.0,../gen/HTst_pirTest/GEMM_14/log/mappir.log,../gen/HTst_pirTest/GEMM_14/log/runpir.log,../gen/HTst_pirTest/GEMM_14/log/genpsim.log,../gen/HTst_pirTest/GEMM_14/log/gentrace.log,../gen/HTst_pirTest/GEMM_14/log/runpsim.log,../gen/HTst_pirTest/GEMM_14/log/runpsim.sh,../gen/HTst_pirTest/GEMM_14/log/runproute.log,../gen/HTst_pirTest/GEMM_14/log/runproute.sh,../gen/HTst_pirTest/GEMM_14/plastisim/summary.csv,../gen/HTst_pirTest/GEMM_14/pir/AccelMain.scala,../gen/HTst_pirTest/GEMM_14/log/,../gen/HTst_pirTest/GEMM_14/log/gentst.log,../gen/HTst_pirTest/GEMM_14/log/maketst.log,../gen/HTst_pirTest/GEMM_14/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,0,57,0,338261,508.21,2,78668,0.0002,0.0005,0.0001,16,75.00,0.0001,,123.869236659,,1:03.67,,,,False,False,,,,0:01.01,False
