spatial_sha,time,app,project,backend,freq,mappirlog,runpirlog,genpsimlog,gentracelog,runpsimlog,psimsh,runproutelog,proutesh,prouteSummary,AccelMain,logpath,gentst,maketst,runhybrid,genpir,genpir_err,runpir_time,runpir_err,notFit,MC,DAG,PMU,PCU,row,col,p2p,asic,scheduled,fifo_depth,mappir_err,mappir_time,genpsim_err,gentrace_err,psimcycle,lbw,sbw,psim_deadlock,algo,pattern,slink,vlink,prtime,vcLimit,DynHopsVec,DynHopsScal,StatHopsVec,StatHopsScal,Score,NetVC,TotPkts,LinkLim,InjectLim,EjectLim,LongRoute,Q0Pct,Q0Lim,gentst_err,gentst_time,maketst_err,maketst_time,runhybrid_cycle,runtst_err,runtst_pass,runhybrid_deadlock,runhybrid_complete,tst_dram_power,tst_rbw,tst_wbw,runtst_time,succeeded
84aff1bc,2019-06-10 21:35:03,GDA_2,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GDA_2/log/mappir.log,../gen/MDHTst_pirTest/GDA_2/log/runpir.log,../gen/MDHTst_pirTest/GDA_2/log/genpsim.log,../gen/MDHTst_pirTest/GDA_2/log/gentrace.log,../gen/MDHTst_pirTest/GDA_2/log/runpsim.log,../gen/MDHTst_pirTest/GDA_2/log/runpsim.sh,../gen/MDHTst_pirTest/GDA_2/log/runproute.log,../gen/MDHTst_pirTest/GDA_2/log/runproute.sh,../gen/MDHTst_pirTest/GDA_2/plastisim/summary.csv,../gen/MDHTst_pirTest/GDA_2/pir/AccelMain.scala,../gen/MDHTst_pirTest/GDA_2/log/,../gen/MDHTst_pirTest/GDA_2/log/gentst.log,../gen/MDHTst_pirTest/GDA_2/log/maketst.log,../gen/MDHTst_pirTest/GDA_2/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,39.88058387,,0:53.05,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,GDA_3,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GDA_3/log/mappir.log,../gen/MDHTst_pirTest/GDA_3/log/runpir.log,../gen/MDHTst_pirTest/GDA_3/log/genpsim.log,../gen/MDHTst_pirTest/GDA_3/log/gentrace.log,../gen/MDHTst_pirTest/GDA_3/log/runpsim.log,../gen/MDHTst_pirTest/GDA_3/log/runpsim.sh,../gen/MDHTst_pirTest/GDA_3/log/runproute.log,../gen/MDHTst_pirTest/GDA_3/log/runproute.sh,../gen/MDHTst_pirTest/GDA_3/plastisim/summary.csv,../gen/MDHTst_pirTest/GDA_3/pir/AccelMain.scala,../gen/MDHTst_pirTest/GDA_3/log/,../gen/MDHTst_pirTest/GDA_3/log/gentst.log,../gen/MDHTst_pirTest/GDA_3/log/maketst.log,../gen/MDHTst_pirTest/GDA_3/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,32.82057675,,1:01.24,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,GDA_4,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GDA_4/log/mappir.log,../gen/MDHTst_pirTest/GDA_4/log/runpir.log,../gen/MDHTst_pirTest/GDA_4/log/genpsim.log,../gen/MDHTst_pirTest/GDA_4/log/gentrace.log,../gen/MDHTst_pirTest/GDA_4/log/runpsim.log,../gen/MDHTst_pirTest/GDA_4/log/runpsim.sh,../gen/MDHTst_pirTest/GDA_4/log/runproute.log,../gen/MDHTst_pirTest/GDA_4/log/runproute.sh,../gen/MDHTst_pirTest/GDA_4/plastisim/summary.csv,../gen/MDHTst_pirTest/GDA_4/pir/AccelMain.scala,../gen/MDHTst_pirTest/GDA_4/log/,../gen/MDHTst_pirTest/GDA_4/log/gentst.log,../gen/MDHTst_pirTest/GDA_4/log/maketst.log,../gen/MDHTst_pirTest/GDA_4/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,57.957220303,,1:12.37,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,GDA_5,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GDA_5/log/mappir.log,../gen/MDHTst_pirTest/GDA_5/log/runpir.log,../gen/MDHTst_pirTest/GDA_5/log/genpsim.log,../gen/MDHTst_pirTest/GDA_5/log/gentrace.log,../gen/MDHTst_pirTest/GDA_5/log/runpsim.log,../gen/MDHTst_pirTest/GDA_5/log/runpsim.sh,../gen/MDHTst_pirTest/GDA_5/log/runproute.log,../gen/MDHTst_pirTest/GDA_5/log/runproute.sh,../gen/MDHTst_pirTest/GDA_5/plastisim/summary.csv,../gen/MDHTst_pirTest/GDA_5/pir/AccelMain.scala,../gen/MDHTst_pirTest/GDA_5/log/,../gen/MDHTst_pirTest/GDA_5/log/gentst.log,../gen/MDHTst_pirTest/GDA_5/log/maketst.log,../gen/MDHTst_pirTest/GDA_5/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,29.883428425,,0:54.03,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,GDA_6,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GDA_6/log/mappir.log,../gen/MDHTst_pirTest/GDA_6/log/runpir.log,../gen/MDHTst_pirTest/GDA_6/log/genpsim.log,../gen/MDHTst_pirTest/GDA_6/log/gentrace.log,../gen/MDHTst_pirTest/GDA_6/log/runpsim.log,../gen/MDHTst_pirTest/GDA_6/log/runpsim.sh,../gen/MDHTst_pirTest/GDA_6/log/runproute.log,../gen/MDHTst_pirTest/GDA_6/log/runproute.sh,../gen/MDHTst_pirTest/GDA_6/plastisim/summary.csv,../gen/MDHTst_pirTest/GDA_6/pir/AccelMain.scala,../gen/MDHTst_pirTest/GDA_6/log/,../gen/MDHTst_pirTest/GDA_6/log/gentst.log,../gen/MDHTst_pirTest/GDA_6/log/maketst.log,../gen/MDHTst_pirTest/GDA_6/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,50.082584437,,1:50.89,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,GEMM_0,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_0/log/mappir.log,../gen/MDHTst_pirTest/GEMM_0/log/runpir.log,../gen/MDHTst_pirTest/GEMM_0/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_0/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_0/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_0/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_0/log/runproute.log,../gen/MDHTst_pirTest/GEMM_0/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_0/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_0/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_0/log/,../gen/MDHTst_pirTest/GEMM_0/log/gentst.log,../gen/MDHTst_pirTest/GEMM_0/log/maketst.log,../gen/MDHTst_pirTest/GEMM_0/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,23.142751427,,0:38.43,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,GEMM_1,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_1/log/mappir.log,../gen/MDHTst_pirTest/GEMM_1/log/runpir.log,../gen/MDHTst_pirTest/GEMM_1/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_1/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_1/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_1/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_1/log/runproute.log,../gen/MDHTst_pirTest/GEMM_1/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_1/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_1/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_1/log/,../gen/MDHTst_pirTest/GEMM_1/log/gentst.log,../gen/MDHTst_pirTest/GEMM_1/log/maketst.log,../gen/MDHTst_pirTest/GEMM_1/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,22.504060902,,0:31.47,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,GEMM_10,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_10/log/mappir.log,../gen/MDHTst_pirTest/GEMM_10/log/runpir.log,../gen/MDHTst_pirTest/GEMM_10/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_10/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_10/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_10/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_10/log/runproute.log,../gen/MDHTst_pirTest/GEMM_10/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_10/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_10/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_10/log/,../gen/MDHTst_pirTest/GEMM_10/log/gentst.log,../gen/MDHTst_pirTest/GEMM_10/log/maketst.log,../gen/MDHTst_pirTest/GEMM_10/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,41.33157429,,0:51.70,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,GEMM_11,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_11/log/mappir.log,../gen/MDHTst_pirTest/GEMM_11/log/runpir.log,../gen/MDHTst_pirTest/GEMM_11/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_11/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_11/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_11/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_11/log/runproute.log,../gen/MDHTst_pirTest/GEMM_11/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_11/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_11/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_11/log/,../gen/MDHTst_pirTest/GEMM_11/log/gentst.log,../gen/MDHTst_pirTest/GEMM_11/log/maketst.log,../gen/MDHTst_pirTest/GEMM_11/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,47.811884233,,0:51.85,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,GEMM_12,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_12/log/mappir.log,../gen/MDHTst_pirTest/GEMM_12/log/runpir.log,../gen/MDHTst_pirTest/GEMM_12/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_12/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_12/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_12/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_12/log/runproute.log,../gen/MDHTst_pirTest/GEMM_12/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_12/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_12/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_12/log/,../gen/MDHTst_pirTest/GEMM_12/log/gentst.log,../gen/MDHTst_pirTest/GEMM_12/log/maketst.log,../gen/MDHTst_pirTest/GEMM_12/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,42.116544763,,0:51.58,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,GEMM_13,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_13/log/mappir.log,../gen/MDHTst_pirTest/GEMM_13/log/runpir.log,../gen/MDHTst_pirTest/GEMM_13/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_13/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_13/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_13/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_13/log/runproute.log,../gen/MDHTst_pirTest/GEMM_13/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_13/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_13/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_13/log/,../gen/MDHTst_pirTest/GEMM_13/log/gentst.log,../gen/MDHTst_pirTest/GEMM_13/log/maketst.log,../gen/MDHTst_pirTest/GEMM_13/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,66.545992796,,1:24.46,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,GEMM_14,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_14/log/mappir.log,../gen/MDHTst_pirTest/GEMM_14/log/runpir.log,../gen/MDHTst_pirTest/GEMM_14/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_14/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_14/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_14/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_14/log/runproute.log,../gen/MDHTst_pirTest/GEMM_14/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_14/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_14/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_14/log/,../gen/MDHTst_pirTest/GEMM_14/log/gentst.log,../gen/MDHTst_pirTest/GEMM_14/log/maketst.log,../gen/MDHTst_pirTest/GEMM_14/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,67.491873712,,1:04.64,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,GEMM_15,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_15/log/mappir.log,../gen/MDHTst_pirTest/GEMM_15/log/runpir.log,../gen/MDHTst_pirTest/GEMM_15/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_15/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_15/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_15/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_15/log/runproute.log,../gen/MDHTst_pirTest/GEMM_15/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_15/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_15/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_15/log/,../gen/MDHTst_pirTest/GEMM_15/log/gentst.log,../gen/MDHTst_pirTest/GEMM_15/log/maketst.log,../gen/MDHTst_pirTest/GEMM_15/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,74.197999026,,1:02.60,,,,False,False,,,,,False
